R210.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    60    28    0      1000   0      [1,2,4] 	[1,2] 	[5,4,0,0,0]
2    83    31    0      1000   0      [0,1,3,4] 	[0,1,2,3,4] 	[3,4,4,0,2]
3    61    41    0      1000   0      [1,4] 	[1,2,3,4] 	[2,5,4,0,0]
4    79    65    0      1000   0      [0,1,4] 	[2,4] 	[4,5,4,0,0]
5    92    38    0      1000   0      [0,1,4] 	[1,2,3,4] 	[4,2,2,0,0]
6    81    1     0      1000   0      [2,3,4] 	[] 	[5,0,0,0,5]
7    42    98    0      1000   0      [0,1,2,4] 	[1,2,3,4] 	[2,4,4,0,0]
8    54    28    0      1000   0      [1,2,3,4] 	[0,2,3] 	[0,0,5,0,2]
9    21    1     0      1000   0      [0,2,3] 	[0,1] 	[4,2,5,0,4]
10   99    39    0      1000   0      [1,2,3] 	[0,1,2,3,4] 	[0,2,3,0,4]
11   86    61    0      1000   0      [3,4] 	[3] 	[0,5,0,0,5]
12   81    99    0      1000   0      [0,1,2] 	[2,4] 	[3,3,4,0,0]
13   100   57    0      1000   0      [0,2,3] 	[] 	[5,2,5,0,3]
14   41    49    190    974    10     [1] 	[1,3] 	[0,0,0,0,0]
15   35    17    18     792    10     [1] 	[] 	[1,0,1,0,0]
16   55    45    289    822    10     [2] 	[2] 	[0,1,0,0,0]
17   55    20    679    800    10     [3] 	[0] 	[0,0,0,0,0]
18   15    30    20     906    10     [4] 	[3] 	[0,0,0,0,0]
19   25    30    355    574    10     [1] 	[1,2] 	[0,0,0,0,0]
20   20    50    72     669    10     [0] 	[1,3] 	[0,0,1,0,0]
21   10    43    393    492    10     [1] 	[3] 	[0,0,1,0,0]
22   55    60    394    503    10     [2] 	[1,2] 	[0,0,0,0,0]
23   30    60    517    692    10     [0] 	[1] 	[0,0,0,0,0]
24   20    65    206    325    10     [2] 	[1] 	[0,1,0,0,0]
25   50    35    15     725    10     [1] 	[1,2] 	[0,0,1,0,0]
26   30    25    694    823    10     [2] 	[1,2] 	[0,1,0,0,0]
27   15    10    32     694    10     [3] 	[0] 	[0,0,0,0,1]
28   30    5     176    299    10     [2] 	[2] 	[0,1,0,0,0]
29   10    20    102    543    10     [3] 	[2] 	[0,0,0,0,0]
30   5     30    673    930    10     [0] 	[1] 	[0,0,0,0,0]
31   20    40    229    582    10     [1] 	[1,3] 	[1,0,0,0,0]
32   15    60    95     552    10     [1] 	[] 	[0,0,0,0,0]
33   45    65    418    829    10     [0] 	[1] 	[0,0,0,0,0]
34   45    20    18     727    10     [1] 	[3] 	[0,0,1,0,0]
35   45    10    349    554    10     [2] 	[1,4] 	[0,1,0,0,0]
36   55    5     206    325    10     [1] 	[2,3] 	[1,0,1,0,0]
37   65    35    435    960    10     [0] 	[] 	[1,0,1,0,0]
38   65    20    826    956    10     [1] 	[1] 	[1,0,1,0,0]
39   45    30    328    927    10     [1] 	[] 	[0,0,0,0,0]
40   35    40    44     315    10     [2] 	[2,4] 	[0,0,0,0,0]
41   41    37    6      526    10     [4] 	[] 	[0,1,1,0,0]
42   64    42    29     513    10     [1] 	[1,3] 	[1,0,1,0,0]
43   40    60    199    414    10     [2] 	[4] 	[0,1,0,0,0]
44   31    52    17     744    10     [4] 	[2] 	[0,1,1,0,0]
45   35    69    482    955    10     [3] 	[] 	[0,0,0,0,0]
46   53    52    24     299    10     [4] 	[] 	[0,1,0,0,0]
47   65    55    265    878    10     [1] 	[1,3] 	[0,0,0,0,0]
48   63    65    626    873    10     [1] 	[] 	[0,0,1,0,0]
49   2     60    41     328    10     [2] 	[1,4] 	[0,1,0,0,0]
50   20    20    339    960    10     [3] 	[3] 	[0,0,0,0,0]
51   5     5     298    409    10     [0] 	[] 	[1,0,1,0,0]
52   60    12    33     344    10     [3] 	[0,2] 	[1,0,0,0,1]
53   40    25    300    497    10     [4] 	[4] 	[0,0,0,0,0]
54   42    7     336    571    10     [3] 	[3] 	[1,0,0,0,1]
55   24    12    25     292    10     [0] 	[1,3] 	[0,0,1,0,0]
56   23    3     458    867    10     [2] 	[2,4] 	[0,0,0,0,0]
57   11    14    230    343    10     [0] 	[1] 	[0,0,1,0,0]
58   6     38    29     309    10     [3] 	[] 	[1,0,0,0,1]
59   2     48    338    805    10     [1] 	[1,3] 	[1,0,1,0,0]
60   8     56    34     602    10     [0] 	[1] 	[1,0,0,0,0]
61   13    52    200    962    10     [1] 	[1,2] 	[1,0,1,0,0]
62   6     68    441    600    10     [3] 	[0] 	[0,0,0,0,0]
63   47    47    272    917    10     [4] 	[4] 	[0,1,0,0,0]
64   49    58    176    625    10     [4] 	[4] 	[0,0,0,0,0]
65   27    43    11     748    10     [3] 	[3] 	[0,0,0,0,0]
66   37    31    403    500    10     [4] 	[3,4] 	[0,1,0,0,0]
67   57    29    475    900    10     [0] 	[1,3] 	[0,0,0,0,0]
68   63    23    620    739    10     [4] 	[] 	[0,0,0,0,0]
69   53    12    525    752    10     [0] 	[1,3] 	[1,0,1,0,0]
70   32    12    246    705    10     [0] 	[3] 	[0,0,0,0,0]
71   36    26    854    980    10     [4] 	[] 	[0,0,0,0,0]
72   21    24    17     972    10     [4] 	[2] 	[0,0,1,0,0]
73   17    34    449    971    10     [1] 	[1] 	[0,0,0,0,0]
74   12    24    126    541    10     [4] 	[3,4] 	[0,1,1,0,0]
75   24    58    168    297    10     [3] 	[0,2] 	[0,0,0,0,1]
76   27    69    34     588    10     [4] 	[] 	[0,1,1,0,0]
77   15    77    154    393    10     [1] 	[1,2] 	[1,0,0,0,0]
78   62    77    49     308    10     [0] 	[1,3] 	[1,0,1,0,0]
79   49    73    532    753    10     [4] 	[2,4] 	[0,1,1,0,0]
80   67    5     291    404    10     [3] 	[2] 	[0,0,0,0,0]
81   56    39    577    812    10     [0] 	[1] 	[0,0,0,0,0]
82   37    47    165    290    10     [3] 	[3] 	[1,0,0,0,0]
83   37    56    668    968    10     [4] 	[3] 	[0,0,1,0,0]
84   57    68    98     537    10     [4] 	[3] 	[0,1,0,0,0]
85   47    16    22     915    10     [4] 	[2,4] 	[0,0,0,0,0]
86   44    17    143    564    10     [4] 	[3,4] 	[0,1,1,0,0]
87   46    13    681    802    10     [2] 	[2] 	[0,1,0,0,0]
88   49    11    27     711    10     [0] 	[] 	[0,0,0,0,0]
89   49    42    281    382    10     [0] 	[1,3] 	[1,0,1,0,0]
90   53    43    821    948    10     [0] 	[1,3] 	[1,0,1,0,0]
91   61    52    324    559    10     [4] 	[] 	[0,0,1,0,0]
92   57    48    377    476    10     [4] 	[4] 	[0,1,1,0,0]
93   56    37    719    968    10     [4] 	[3] 	[0,1,1,0,0]
94   55    54    268    599    10     [3] 	[] 	[1,0,0,0,1]
95   15    47    23     761    10     [4] 	[] 	[0,0,1,0,0]
96   14    37    21     842    10     [0] 	[1,3] 	[1,0,0,0,0]
97   11    31    425    522    10     [3] 	[] 	[1,0,0,0,1]
98   16    22    110    727    10     [3] 	[] 	[0,0,0,0,1]
99   4     18    230    623    10     [2] 	[2,4] 	[0,0,0,0,0]
100  28    18    397    470    10     [0] 	[1] 	[0,0,1,0,0]
101  26    52    219    448    10     [1] 	[2,3] 	[0,0,1,0,0]
102  26    35    409    981    10     [1] 	[] 	[1,0,1,0,0]
103  31    67    225    654    10     [3] 	[] 	[1,0,0,0,1]
104  15    19    222    964    10     [3] 	[0,3] 	[1,0,0,0,0]
105  22    22    18     159    10     [3] 	[0,3] 	[0,0,0,0,0]
106  18    24    691    969    10     [2] 	[4] 	[0,1,0,0,0]
