    0   50   75    0 9999 9999 9999    0    0 0
    1    4   91    0 9999 9999 9999   10    0 0
    2    6   91    0 9999 9999 9999   10    0 0
    3    2   93    0 9999 9999 9999   10    0 0
    4    8   93    0 9999 9999 9999   10    0 0
    5    4   95    0 9999 9999 9999   10    0 0
    6    6   95    0 9999 9999 9999   10    0 0
    7    2   97    0 9999 9999 9999   10    0 0
    8    8   97    0 9999 9999 9999   10    0 0
    9    4   99    0 9999 9999 9999   10    0 0
   10    6   99    0 9999 9999 9999   10    0 0
   11   94   91    0 9999 9999 9999   10    0 0
   12   96   91    0 9999 9999 9999   10    0 0
   13   92   93    0 9999 9999 9999   10    0 0
   14   98   93    0 9999 9999 9999   10    0 0
   15   94   95    0 9999 9999 9999   10    0 0
   16   96   95    0 9999 9999 9999   10    0 0
   17   92   97    0 9999 9999 9999   10    0 0
   18   98   97    0 9999 9999 9999   10    0 0
   19   94   99    0 9999 9999 9999   10    0 0
   20   96   99    0 9999 9999 9999   10    0 0
   21   34   76    0 9999 9999 9999   10    0 0
   22   36   76    0 9999 9999 9999   10    0 0
   23   32   78    0 9999 9999 9999   10    0 0
   24   38   78    0 9999 9999 9999   10    0 0
   25   34   80    0 9999 9999 9999   10    0 0
   26   36   80    0 9999 9999 9999   10    0 0
   27   32   82    0 9999 9999 9999   10    0 0
   28   38   82    0 9999 9999 9999   10    0 0
   29   34   84    0 9999 9999 9999   10    0 0
   30   36   84    0 9999 9999 9999   10    0 0
   31   64   76    0 9999 9999 9999   10    0 0
   32   66   76    0 9999 9999 9999   10    0 0
   33   62   78    0 9999 9999 9999   10    0 0
   34   68   78    0 9999 9999 9999   10    0 0
   35   64   80    0 9999 9999 9999   10    0 0
   36   66   80    0 9999 9999 9999   10    0 0
   37   62   82    0 9999 9999 9999   10    0 0
   38   68   82    0 9999 9999 9999   10    0 0
   39   64   84    0 9999 9999 9999   10    0 0
   40   66   84    0 9999 9999 9999   10    0 0
   41   19   46    0 9999 9999 9999   10    0 0
   42   21   46    0 9999 9999 9999   10    0 0
   43   17   48    0 9999 9999 9999   10    0 0
   44   23   48    0 9999 9999 9999   10    0 0
   45   19   50    0 9999 9999 9999   10    0 0
   46   21   50    0 9999 9999 9999   10    0 0
   47   17   52    0 9999 9999 9999   10    0 0
   48   23   52    0 9999 9999 9999   10    0 0
   49   19   54    0 9999 9999 9999   10    0 0
   50   21   54    0 9999 9999 9999   10    0 0
   51   79   46    0 9999 9999 9999   10    0 0
   52   81   46    0 9999 9999 9999   10    0 0
   53   77   48    0 9999 9999 9999   10    0 0
   54   83   48    0 9999 9999 9999   10    0 0
   55   79   50    0 9999 9999 9999   10    0 0
   56   81   50    0 9999 9999 9999   10    0 0
   57   77   52    0 9999 9999 9999   10    0 0
   58   83   52    0 9999 9999 9999   10    0 0
   59   79   54    0 9999 9999 9999   10    0 0
   60   81   54    0 9999 9999 9999   10    0 0
   61   34   16    0 9999 9999 9999   10    0 0
   62   36   16    0 9999 9999 9999   10    0 0
   63   32   18    0 9999 9999 9999   10    0 0
   64   38   18    0 9999 9999 9999   10    0 0
   65   34   20    0 9999 9999 9999   10    0 0
   66   36   20    0 9999 9999 9999   10    0 0
   67   32   22    0 9999 9999 9999   10    0 0
   68   38   22    0 9999 9999 9999   10    0 0
   69   34   24    0 9999 9999 9999   10    0 0
   70   36   24    0 9999 9999 9999   10    0 0
   71   64   16    0 9999 9999 9999   10    0 0
   72   66   16    0 9999 9999 9999   10    0 0
   73   62   18    0 9999 9999 9999   10    0 0
   74   68   18    0 9999 9999 9999   10    0 0
   75   64   20    0 9999 9999 9999   10    0 0
   76   66   20    0 9999 9999 9999   10    0 0
   77   62   22    0 9999 9999 9999   10    0 0
   78   68   22    0 9999 9999 9999   10    0 0
   79   64   24    0 9999 9999 9999   10    0 0
   80   66   24    0 9999 9999 9999   10    0 0
   81    4    1    0 9999 9999 9999   10    0 0
   82    6    1    0 9999 9999 9999   10    0 0
   83    2    3    0 9999 9999 9999   10    0 0
   84    8    3    0 9999 9999 9999   10    0 0
   85    4    5    0 9999 9999 9999   10    0 0
   86    6    5    0 9999 9999 9999   10    0 0
   87    2    7    0 9999 9999 9999   10    0 0
   88    8    7    0 9999 9999 9999   10    0 0
   89    4    9    0 9999 9999 9999   10    0 0
   90    6    9    0 9999 9999 9999   10    0 0
   91   94    1    0 9999 9999 9999   10    0 0
   92   96    1    0 9999 9999 9999   10    0 0
   93   92    3    0 9999 9999 9999   10    0 0
   94   98    3    0 9999 9999 9999   10    0 0
   95   94    5    0 9999 9999 9999   10    0 0
   96   96    5    0 9999 9999 9999   10    0 0
   97   92    7    0 9999 9999 9999   10    0 0
   98   98    7    0 9999 9999 9999   10    0 0
   99   94    9    0 9999 9999 9999   10    0 0
  100   96    9    0 9999 9999 9999   10    0 0
