# Instance vrpnc13 - 108 dynamic requests - 12 static requests
Dyn   Stat
108   12
ID    RD
14    -1
20    -1
23    -1
24    -1
27    -1
29    -1
31    -1
57    -1
61    -1
93    -1
96    -1
120   -1
1     32
2     261
3     25
4     7
5     201
6     652
7     8
8     400
9     568
10    448
11    331
12    597
13    581
15    49
16    341
17    32
18    418
19    109
21    282
22    525
25    642
26    53
28    324
30    370
32    539
33    307
34    712
35    569
36    190
37    371
38    347
39    215
40    406
41    80
42    609
43    203
44    207
45    663
46    646
47    58
48    569
49    350
50    693
51    276
52    223
53    392
54    243
55    572
56    488
58    22
59    364
60    22
62    213
63    610
64    160
65    105
66    234
67    266
68    680
69    123
70    89
71    1
72    117
73    447
74    173
75    528
76    209
77    621
78    664
79    10
80    644
81    284
82    655
83    346
84    361
85    678
86    270
87    490
88    720
89    674
90    93
91    159
92    568
94    370
95    354
97    143
98    28
99    240
100   100
101   409
102   38
103   520
104   93
105   587
106   587
107   519
108   144
109   343
110   511
111   490
112   328
113   257
114   486
115   594
116   424
117   663
118   346
119   111
