# Instance vrpnc3 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
3     -1
4     -1
7     -1
13    -1
14    -1
16    -1
18    -1
19    -1
20    -1
21    -1
22    -1
23    -1
27    -1
29    -1
30    -1
35    -1
37    -1
40    -1
41    -1
42    -1
44    -1
45    -1
46    -1
47    -1
52    -1
53    -1
54    -1
55    -1
56    -1
57    -1
60    -1
68    -1
72    -1
73    -1
74    -1
76    -1
78    -1
79    -1
81    -1
82    -1
83    -1
85    -1
87    -1
88    -1
89    -1
91    -1
93    -1
95    -1
97    -1
98    -1
1     299
2     146
5     135
6     603
8     356
9     84
10    185
11    294
12    492
15    579
17    401
24    449
25    611
26    470
28    582
31    198
32    229
33    228
34    370
36    234
38    564
39    383
43    274
48    189
49    428
50    240
51    553
58    457
59    365
61    62
62    151
63    114
64    69
65    15
66    231
67    112
69    501
70    439
71    268
75    427
77    247
80    444
84    572
86    364
90    246
92    310
94    287
96    627
99    440
100   174
