# Instance vrpnc11 - 108 dynamic requests - 12 static requests
Dyn   Stat
108   12
ID    RD
1     -1
2     -1
13    -1
22    -1
23    -1
25    -1
39    -1
49    -1
77    -1
86    -1
109   -1
111   -1
3     565
4     218
5     693
6     586
7     720
8     229
9     261
10    97
11    1092
12    885
14    369
15    288
16    173
17    267
18    318
19    55
20    748
21    663
24    693
26    557
27    475
28    323
29    488
30    662
31    895
32    662
33    244
34    734
35    714
36    298
37    116
38    848
40    1025
41    271
42    315
43    559
44    542
45    648
46    496
47    1072
48    99
50    1035
51    256
52    834
53    331
54    78
55    444
56    1121
57    645
58    1178
59    556
60    593
61    714
62    242
63    951
64    571
65    198
66    800
67    595
68    153
69    164
70    172
71    1142
72    1006
73    215
74    543
75    783
76    1101
78    840
79    653
80    578
81    321
82    161
83    984
84    779
85    1054
87    843
88    480
89    421
90    697
91    812
92    310
93    217
94    286
95    398
96    186
97    688
98    64
99    1003
100   756
101   885
102   1141
103   216
104   591
105   1048
106   399
107   968
108   571
110   211
112   467
113   984
114   635
115   62
116   699
117   272
118   180
119   1084
120   241
