# Instance vrpnc4 - 75 dynamic requests - 75 static requests
Dyn   Stat
75    75
ID    RD
5     -1
9     -1
14    -1
16    -1
17    -1
18    -1
19    -1
20    -1
22    -1
23    -1
27    -1
29    -1
30    -1
32    -1
37    -1
38    -1
39    -1
40    -1
42    -1
43    -1
45    -1
46    -1
47    -1
49    -1
53    -1
56    -1
57    -1
60    -1
61    -1
65    -1
66    -1
68    -1
73    -1
74    -1
75    -1
77    -1
78    -1
79    -1
80    -1
82    -1
84    -1
86    -1
87    -1
91    -1
92    -1
94    -1
97    -1
99    -1
101   -1
102   -1
104   -1
105   -1
106   -1
107   -1
109   -1
110   -1
113   -1
114   -1
115   -1
116   -1
121   -1
124   -1
126   -1
127   -1
128   -1
129   -1
132   -1
133   -1
135   -1
136   -1
138   -1
139   -1
141   -1
149   -1
150   -1
1     441
2     239
3     497
4     139
6     624
7     94
8     372
10    367
11    152
12    82
13    471
15    171
21    316
24    603
25    198
26    632
28    382
31    414
33    487
34    93
35    497
36    500
41    449
44    484
48    307
50    97
51    578
52    642
54    604
55    604
58    486
59    434
62    347
63    460
64    230
67    77
69    560
70    463
71    211
72    347
76    194
81    603
83    437
85    31
88    410
89    98
90    412
93    426
95    499
96    223
98    176
100   504
103   204
108   284
111   313
112   603
117   399
118   294
119   137
120   118
122   565
123   196
125   452
130   358
131   77
134   296
137   516
140   8
142   288
143   351
144   179
145   390
146   548
147   278
148   164
