# Instance vrpnc2 - 67 dynamic requests - 8 static requests
Dyn   Stat
67    8
ID    RD
21    -1
26    -1
27    -1
33    -1
36    -1
41    -1
45    -1
54    -1
1     198
2     250
3     263
4     106
5     100
6     247
7     406
8     401
9     396
10    430
11    57
12    316
13    326
14    110
15    234
16    60
17    46
18    123
19    100
20    363
22    317
23    322
24    220
25    367
28    398
29    169
30    161
31    13
32    322
34    259
35    342
37    180
38    55
39    383
40    160
42    445
43    230
44    129
46    328
47    359
48    164
49    168
50    354
51    99
52    209
53    289
55    270
56    21
57    118
58    153
59    368
60    350
61    59
62    71
63    466
64    295
65    347
66    88
67    276
68    321
69    174
70    362
71    101
72    455
73    69
74    271
75    267
