# Instance vrpnc14 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
2     -1
3     -1
5     -1
6     -1
7     -1
11    -1
13    -1
14    -1
15    -1
16    -1
17    -1
18    -1
20    -1
21    -1
22    -1
23    -1
25    -1
29    -1
41    -1
43    -1
44    -1
45    -1
46    -1
48    -1
50    -1
51    -1
53    -1
56    -1
57    -1
59    -1
62    -1
64    -1
65    -1
67    -1
69    -1
71    -1
72    -1
75    -1
81    -1
82    -1
84    -1
86    -1
87    -1
89    -1
91    -1
93    -1
97    -1
98    -1
99    -1
100   -1
1     123
4     603
8     229
9     252
10    780
12    535
19    217
24    883
26    47
27    60
28    593
30    0
31    488
32    196
33    719
34    408
35    981
36    751
37    197
38    301
39    761
40    384
42    973
47    894
49    465
52    618
54    453
55    444
58    297
60    47
61    378
63    36
66    11
68    290
70    942
73    11
74    577
76    821
77    647
78    478
79    863
80    839
83    71
85    492
88    46
90    603
92    157
94    408
95    759
96    927
