# Instance vrpnc7 - 67 dynamic requests - 8 static requests
Dyn   Stat
67    8
ID    RD
1     -1
7     -1
13    -1
23    -1
37    -1
38    -1
62    -1
74    -1
2     138
3     55
4     17
5     90
6     52
8     4
9     145
10    147
11    138
12    133
14    119
15    22
16    25
17    111
18    34
19    81
20    99
21    119
22    17
24    138
25    52
26    97
27    49
28    139
29    135
30    98
31    45
32    21
33    79
34    0
35    106
36    23
39    121
40    83
41    64
42    92
43    54
44    55
45    62
46    153
47    1
48    78
49    57
50    59
51    121
52    80
53    48
54    96
55    49
56    144
57    93
58    109
59    107
60    82
61    32
63    91
64    37
65    41
66    73
67    140
68    70
69    22
70    4
71    22
72    24
73    23
75    13
