# Instance vrpnc12 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
3     -1
4     -1
5     -1
8     -1
11    -1
12    -1
15    -1
16    -1
19    -1
22    -1
25    -1
28    -1
29    -1
32    -1
34    -1
35    -1
36    -1
39    -1
40    -1
43    -1
44    -1
46    -1
47    -1
48    -1
49    -1
51    -1
52    -1
53    -1
54    -1
55    -1
58    -1
59    -1
60    -1
64    -1
71    -1
72    -1
73    -1
74    -1
76    -1
77    -1
78    -1
79    -1
81    -1
82    -1
84    -1
86    -1
87    -1
88    -1
89    -1
97    -1
1     104
2     112
6     117
7     778
9     685
10    146
13    370
14    533
17    750
18    572
20    444
21    394
23    218
24    109
26    670
27    530
30    718
31    574
33    326
37    286
38    474
41    553
42    211
45    147
50    195
56    271
57    127
61    468
62    43
63    683
65    514
66    603
67    777
68    147
69    402
70    713
75    272
80    659
83    388
85    144
90    318
91    670
92    432
93    42
94    476
95    185
96    122
98    738
99    164
100   403
