# Instance vrpnc11 - 60 dynamic requests - 60 static requests
Dyn   Stat
60    60
ID    RD
1     -1
3     -1
6     -1
7     -1
8     -1
9     -1
12    -1
15    -1
16    -1
17    -1
18    -1
20    -1
21    -1
22    -1
25    -1
26    -1
31    -1
33    -1
39    -1
40    -1
41    -1
42    -1
43    -1
46    -1
48    -1
50    -1
51    -1
54    -1
56    -1
58    -1
59    -1
60    -1
61    -1
65    -1
66    -1
67    -1
68    -1
71    -1
75    -1
77    -1
80    -1
82    -1
84    -1
87    -1
89    -1
90    -1
91    -1
96    -1
100   -1
101   -1
103   -1
105   -1
107   -1
108   -1
110   -1
111   -1
114   -1
116   -1
118   -1
120   -1
2     79
4     393
5     891
10    540
11    69
13    1114
14    518
19    1280
23    586
24    910
27    342
28    99
29    119
30    899
32    154
34    899
35    221
36    39
37    65
38    32
44    830
45    402
47    800
49    76
52    1255
53    1198
55    832
57    1061
62    19
63    772
64    64
69    161
70    129
72    861
73    8
74    673
76    1131
78    807
79    277
81    659
83    194
85    1224
86    1056
88    646
92    36
93    799
94    71
95    1025
97    222
98    69
99    662
102   246
104   861
106   99
109   697
112   512
113   1060
115   1128
117   1174
119   216
