# Instance vrpnc2 - 37 dynamic requests - 38 static requests
Dyn   Stat
37    38
ID    RD
2     -1
5     -1
6     -1
7     -1
8     -1
10    -1
13    -1
14    -1
15    -1
17    -1
18    -1
20    -1
21    -1
24    -1
27    -1
28    -1
31    -1
32    -1
33    -1
34    -1
35    -1
36    -1
37    -1
38    -1
39    -1
45    -1
47    -1
52    -1
53    -1
54    -1
55    -1
58    -1
61    -1
64    -1
68    -1
69    -1
70    -1
72    -1
1     340
3     94
4     225
9     335
11    321
12    215
16    168
19    319
22    389
23    278
25    435
26    227
29    72
30    45
40    429
41    352
42    386
43    157
44    18
46    224
48    340
49    130
50    436
51    268
56    370
57    400
59    5
60    366
62    94
63    280
65    24
66    102
67    30
71    223
73    19
74    323
75    382
