# Instance vrpnc12 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
8     -1
11    -1
31    -1
51    -1
62    -1
68    -1
73    -1
82    -1
86    -1
95    -1
1     590
2     37
3     244
4     705
5     426
6     760
7     732
9     735
10    427
12    140
13    744
14    593
15    390
16    712
17    760
18    435
19    280
20    325
21    244
22    555
23    580
24    279
25    1
26    295
27    28
28    535
29    473
30    723
32    389
33    199
34    139
35    332
36    157
37    263
38    587
39    64
40    663
41    289
42    756
43    319
44    707
45    150
46    82
47    468
48    59
49    55
50    387
52    638
53    53
54    477
55    790
56    666
57    190
58    245
59    221
60    32
61    460
63    174
64    505
65    325
66    631
67    366
69    108
70    521
71    708
72    383
74    635
75    598
76    655
77    334
78    554
79    790
80    700
81    501
83    410
84    101
85    38
87    38
88    415
89    354
90    638
91    650
92    701
93    84
94    527
96    668
97    112
98    481
99    411
100   713
