# Instance vrpnc8 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
6     -1
10    -1
16    -1
27    -1
29    -1
30    -1
54    -1
55    -1
67    -1
86    -1
1     132
2     88
3     186
4     92
5     225
7     23
8     170
9     69
11    32
12    190
13    61
14    0
15    55
17    69
18    219
19    223
20    220
21    39
22    33
23    151
24    55
25    78
26    149
28    190
31    70
32    159
33    120
34    181
35    37
36    108
37    99
38    22
39    207
40    229
41    73
42    52
43    9
44    6
45    133
46    203
47    184
48    59
49    147
50    174
51    223
52    124
53    52
56    192
57    76
58    76
59    52
60    140
61    126
62    65
63    101
64    33
65    134
66    182
68    216
69    154
70    199
71    224
72    177
73    229
74    117
75    78
76    74
77    179
78    28
79    173
80    78
81    121
82    223
83    200
84    229
85    178
87    221
88    129
89    9
90    125
91    122
92    171
93    23
94    43
95    94
96    67
97    184
98    138
99    117
100   71
