100
1    0.5806    0.8654  22 30
2    0.3217    0.7303  2 10
3    0.3026    0.5857  22 30
4    0.5264    0.8773  12 20
5     0.519    0.8005  22 30
6    0.7137    0.8837  2 10
7    0.9009   0.02676  22 30
8    0.8885    0.9883  12 20
9    0.2185    0.9256  22 30
10    0.8066    0.7458  2 10
11     0.828    0.5417  2 10
12    0.7157    0.9253  12 20
13    0.9298    0.2578  22 30
14   0.09647    0.5642  22 30
15   0.05551    0.8478  22 30
16    0.3459     0.102  12 20
17    0.5673   0.01859  2 10
18    0.4346    0.2474  12 20
19    0.5851    0.9551  22 30
20    0.6417   0.02148  22 30
21    0.8014    0.2307  2 10
22    0.1507    0.3704  22 30
23    0.2414    0.6629  22 30
24    0.2091    0.9966  12 20
25    0.2943    0.8879  22 30
26    0.3268    0.7276  12 20
27    0.4042    0.2375  2 10
28    0.2499    0.9661  2 10
29    0.7963    0.5397  22 30
30    0.8152    0.6542  22 30
31    0.6488    0.3663  12 20
32    0.8934     0.876  22 30
33    0.3223    0.6369  2 10
34   0.09412    0.8341  2 10
35     0.764    0.9797  12 20
36    0.3498    0.5927  22 30
37    0.1273    0.4803  2 10
38    0.5555    0.8116  12 20
39    0.1146   0.03732  22 30
40    0.7303    0.8196  2 10
41    0.6997    0.1159  2 10
42    0.3177    0.9287  12 20
43    0.8194    0.8698  2 10
44    0.8763     0.983  2 10
45    0.4904   0.02261  12 20
46    0.1574    0.9036  2 10
47     0.712    0.1711  22 30
48   0.04245    0.5589  12 20
49    0.5975    0.9334  12 20
50    0.6546     0.771  22 30
51    0.5534     0.236  12 20
52    0.7768    0.8066  2 10
53    0.1241    0.6355  22 30
54    0.1443    0.4026  22 30
55    0.4655    0.5338  22 30
56    0.8423    0.3804  2 10
57    0.4297   0.09311  2 10
58    0.5681    0.3264  22 30
59   0.05444     0.215  22 30
60    0.5227    0.7861  12 20
61    0.9922    0.7356  12 20
62    0.8207    0.0632  12 20
63     0.191     0.643  2 10
64    0.1569    0.1527  22 30
65   0.09988    0.2557  22 30
66    0.6833    0.7002  12 20
67    0.9192    0.5446  12 20
68    0.2461    0.2868  2 10
69   0.09299    0.7615  22 30
70    0.9398    0.9187  12 20
71      0.46    0.8737  22 30
72    0.9764     0.479  2 10
73     0.372    0.6253  12 20
74    0.7674    0.1963  22 30
75    0.7794    0.9817  2 10
76    0.5016    0.0314  2 10
77    0.8928    0.8734  2 10
78    0.9968    0.4016  2 10
79      0.69     0.188  22 30
80    0.8291    0.9742  2 10
81    0.3666    0.4614  2 10
82    0.3353    0.5002  22 30
83    0.9545    0.3453  12 20
84    0.6532    0.9402  12 20
85    0.8842    0.2769  12 20
86    0.1465    0.5903  22 30
87    0.3593    0.4915  2 10
88    0.9799    0.6674  22 30
89    0.1819    0.2155  12 20
90    0.8802    0.9881  2 10
91    0.2288    0.1847  22 30
92    0.8855   0.09561  22 30
93    0.2699    0.1722  2 10
94    0.7466    0.5798  12 20
95    0.3466    0.6127  22 30
96    0.2549    0.5293  12 20
97    0.6398    0.2928  12 20
98    0.7287    0.1605  22 30
99    0.7542   0.07205  2 10
100     0.841    0.8321  12 20
 The overall mean of the demand for this small instance is 16.6
Locations for this instance are r
