40
1   0.07086   0.05606  22 30
2    0.4638    0.8848  12 20
3     0.601    0.6381  22 30
4    0.1526    0.1255  22 30
5     0.991   0.09396  22 30
6    0.8247    0.2967  12 20
7    0.6528    0.8065  2 10
8    0.6317    0.5405  2 10
9    0.4302    0.6788  22 30
10    0.5764    0.9429  12 20
11   0.09985    0.9068  2 10
12    0.4586    0.2063  22 30
13    0.6364    0.3692  12 20
14    0.6872    0.2577  12 20
15    0.4583    0.7281  2 10
16    0.3071    0.4911  2 10
17    0.4467    0.6197  22 30
18    0.1415    0.6973  22 30
19     0.709    0.7663  22 30
20    0.0433    0.4451  22 30
21    0.4748     0.595  2 10
22   0.01892    0.3783  2 10
23    0.7903    0.1219  22 30
24    0.5512    0.1967  12 20
25    0.4321    0.5803  12 20
26    0.9342    0.6315  2 10
27    0.3348     0.665  2 10
28    0.9671    0.1256  2 10
29    0.4282    0.4551  12 20
30   0.05795    0.8157  2 10
31    0.7434    0.1858  22 30
32     0.791    0.4034  12 20
33    0.5933    0.2017  2 10
34    0.4356    0.2355  22 30
35    0.1921    0.7518  2 10
36    0.8433    0.9983  12 20
37    0.8664    0.9143  12 20
38    0.8246    0.5051  2 10
39    0.6633    0.9875  22 30
40    0.5359    0.7358  22 30
 The overall mean of the demand for this small instance is 16.25
Locations for this instance are r
