100
1    0.5168    0.2415  12 24
2    0.8438    0.7345  2 14
3    0.5866    0.3883  22 34
4    0.9853    0.4752  12 24
5     0.339    0.3365  12 24
6    0.2345     0.123  2 14
7    0.7354    0.1293  12 24
8    0.9967    0.4708  12 24
9    0.6302    0.2805  12 24
10   0.09085    0.5496  22 34
11    0.1452   0.06848  2 14
12    0.9231    0.8222  12 24
13    0.2761    0.4158  2 14
14    0.9851    0.8102  22 34
15    0.7169    0.1471  22 34
16    0.3282    0.9486  22 34
17    0.5442    0.4474  22 34
18    0.8943    0.7764  12 24
19    0.2359    0.8488  22 34
20    0.1722    0.8073  12 24
21    0.6244    0.6954  2 14
22    0.2205    0.7079  22 34
23    0.9331    0.3899  2 14
24    0.2782    0.8675  12 24
25    0.1411    0.4348  22 34
26    0.6031     0.192  22 34
27    0.6893    0.9834  22 34
28    0.4503    0.1327  12 24
29    0.1037    0.9179  22 34
30    0.8655     0.678  12 24
31    0.6003   0.01697  12 24
32    0.8351    0.4301  12 24
33    0.2664     0.171  12 24
34    0.9399   0.07761  2 14
35    0.1223    0.4927  12 24
36    0.6212    0.6875  2 14
37    0.3639    0.1613  2 14
38    0.1153    0.3968  12 24
39    0.5161     0.569  12 24
40    0.6706    0.4142  22 34
41    0.1935    0.4258  12 24
42    0.4503    0.8709  22 34
43    0.8091    0.5503  22 34
44    0.1753     0.106  22 34
45   0.01175    0.7574  22 34
46     0.697    0.5699  2 14
47     0.993    0.1676  2 14
48    0.9328    0.7938  22 34
49    0.2135   0.04092  22 34
50    0.5769    0.9431  2 14
51    0.6775    0.4942  22 34
52    0.3351    0.4514  12 24
53    0.7637    0.8341  12 24
54     0.756    0.2722  22 34
55    0.9167    0.3391  2 14
56    0.6637    0.4857  2 14
57    0.3499    0.7855  22 34
58    0.3587    0.5015  22 34
59    0.4295    0.4638  2 14
60    0.7855   0.02405  2 14
61    0.7231    0.4843  22 34
62    0.3684     0.413  12 24
63    0.9299     0.464  2 14
64    0.8425    0.2201  12 24
65    0.1986    0.8363  2 14
66    0.7552    0.6171  12 24
67    0.7881    0.6617  2 14
68   0.02948    0.2956  12 24
69    0.7822    0.5579  2 14
70    0.6769    0.3253  2 14
71    0.7408     0.851  2 14
72   0.05353    0.5371  22 34
73    0.8929    0.8837  22 34
74    0.5955    0.3762  22 34
75    0.8678    0.2404  2 14
76    0.3686    0.9672  12 24
77      0.15   0.08051  2 14
78    0.6532    0.4808  22 34
79    0.5567    0.4368  22 34
80    0.7793    0.9074  2 14
81    0.1931    0.8617  22 34
82    0.1529    0.1584  2 14
83     0.671    0.8139  2 14
84     0.508    0.1532  2 14
85  0.004364    0.2959  22 34
86    0.4845      0.33  22 34
87    0.6429    0.1094  2 14
88    0.3181    0.9786  22 34
89    0.7014    0.3035  22 34
90    0.3438   0.03894  12 24
91     0.709    0.5942  22 34
92    0.7877    0.6898  22 34
93    0.2693    0.3344  12 24
94    0.5849     0.267  2 14
95   0.00589     0.658  12 24
96    0.3275    0.9464  12 24
97    0.2017    0.3221  12 24
98    0.5519    0.3155  2 14
99     0.748    0.1538  12 24
100   0.03708    0.5686  2 14
 The overall mean of the demand for this small instance is 18.4
Locations for this instance are r
