30
1    0.2532    0.1568  22 30
2    0.2793    0.2043  22 30
3    0.5923    0.9966  2 10
4    0.4763    0.8368  22 30
5    0.5919    0.1207  12 20
6    0.2918    0.6142  22 30
7    0.5154    0.6165  22 30
8    0.3686    0.7314  2 10
9    0.6485    0.3621  2 10
10    0.4054    0.5515  2 10
11    0.3448    0.4485  12 20
12   0.01663    0.9453  22 30
13    0.6082     0.647  22 30
14    0.8042    0.2749  2 10
15    0.5269    0.7285  12 20
16    0.4086    0.4706  22 30
17    0.1175    0.7091  2 10
18    0.7136    0.4286  2 10
19     0.115    0.1621  12 20
20    0.9591    0.2157  2 10
21    0.5852    0.7221  12 20
22    0.3938    0.9347  2 10
23    0.5551    0.9395  2 10
24    0.3983    0.2116  2 10
25    0.7903    0.8507  12 20
26    0.8545     0.724  2 10
27   0.01419    0.1281  22 30
28   0.05472    0.6408  2 10
29    0.8897    0.6016  2 10
30    0.7595    0.8989  22 30
 The overall mean of the demand for this small instance is 14.67
Locations for this instance are r
