40
1    0.4369   0.03464  12 24
2    0.4356    0.5439  12 24
3    0.1652    0.5659  22 34
4    0.4046    0.4146  22 34
5   0.06049    0.6958  12 24
6    0.5438    0.1132  2 14
7    0.7155    0.7681  12 24
8    0.4587    0.5852  2 14
9    0.9114    0.1873  12 24
10    0.0632    0.4622  12 24
11    0.1167    0.2764  22 34
12    0.6929    0.1249  22 34
13    0.2998    0.9767  22 34
14    0.8669     0.727  12 24
15    0.6912    0.2286  22 34
16    0.7369    0.8107  12 24
17    0.6982     0.177  22 34
18    0.0235    0.8712  22 34
19    0.6599     0.887  12 24
20    0.1055    0.6146  22 34
21    0.6636    0.6555  2 14
22    0.5349    0.8474  22 34
23    0.3504    0.8894  2 14
24    0.2113   0.04285  2 14
25    0.6363    0.5135  2 14
26    0.3964    0.7929  2 14
27    0.7036    0.6044  12 24
28    0.3082     0.679  12 24
29    0.5836   0.02747  12 24
30    0.8221    0.7264  2 14
31    0.2976    0.9334  12 24
32    0.4602    0.6523  22 34
33    0.9596    0.6477  22 34
34    0.9812    0.7162  12 24
35     0.609    0.4037  22 34
36    0.1305    0.2473  2 14
37    0.9465    0.1471  12 24
38   0.08698    0.9874  22 34
39     0.728    0.8962  22 34
40    0.4815     0.376  22 34
 The overall mean of the demand for this small instance is 19.75
Locations for this instance are r
