40
1    0.4778    0.4785  22 30
2    0.2317   0.05081  22 30
3   0.08249    0.9146  22 30
4    0.2475    0.4859  2 10
5    0.8405    0.1479  12 20
6    0.3405    0.9273  12 20
7    0.5468    0.2724  2 10
8   0.03909    0.6702  12 20
9    0.0296   0.07791  22 30
10    0.9523    0.7928  22 30
11   0.09641    0.2701  12 20
12    0.8047    0.4681  22 30
13    0.8574    0.2158  22 30
14  0.009583    0.9445  22 30
15    0.1461    0.8014  22 30
16    0.5753    0.5559  22 30
17    0.7526   0.01117  22 30
18    0.3034    0.6415  2 10
19    0.9116    0.6462  12 20
20    0.5612    0.2675  22 30
21    0.5772    0.3404  2 10
22    0.5453    0.7641  2 10
23   0.08679    0.8144  22 30
24    0.9944    0.9409  2 10
25    0.4998    0.2618  2 10
26    0.9107   0.05963  22 30
27    0.8117    0.0162  12 20
28    0.1143    0.8385  22 30
29   0.01947    0.3188  22 30
30    0.5203     0.571  22 30
31    0.2754    0.2287  12 20
32    0.0137    0.4815  2 10
33    0.7335    0.6113  22 30
34    0.8315      0.34  2 10
35    0.7977    0.8264  2 10
36    0.5661    0.7456  12 20
37    0.9435    0.3534  2 10
38    0.4054    0.9796  22 30
39    0.7323    0.2452  22 30
40    0.1505    0.5592  22 30
 The overall mean of the demand for this small instance is 18.5
Locations for this instance are r
