20
1    0.3675    0.7853  6 10
2    0.9367    0.4565  2 6
3    0.9568    0.6851  4 8
4    0.3485    0.3027  4 8
5  0.003265    0.4624  2 6
6    0.9809      0.25  6 10
7    0.1158     0.163  6 10
8    0.5045   0.05463  2 6
9    0.7412    0.2656  2 6
10   0.04456   0.01932  2 6
11    0.1371    0.7305  4 8
12    0.9894    0.5182  6 10
13    0.1807    0.9416  6 10
14    0.1463    0.5084  2 6
15    0.6222    0.4756  6 10
16    0.1552   0.05154  6 10
17     0.489    0.3219  2 6
18    0.2729    0.2531  4 8
19    0.8139    0.7882  6 10
20    0.1449    0.5218  2 6
 The overall mean of the demand for this small instance is 6
Locations for this instance are r
