40
1    0.7235     0.858  2 14
2     0.725    0.4857  12 24
3     0.533    0.6588  2 14
4    0.3586    0.4915  12 24
5    0.7564    0.9525  2 14
6    0.3387     0.574  2 14
7    0.4088     0.879  12 24
8   0.05334    0.1562  12 24
9    0.9321   0.06592  22 34
10    0.6395    0.1243  12 24
11    0.2072    0.1698  12 24
12     0.193    0.6929  12 24
13    0.2703    0.3297  2 14
14    0.7454    0.1277  22 34
15    0.5608    0.8125  22 34
16   0.03574    0.9886  12 24
17    0.1628    0.2047  12 24
18    0.7569    0.6048  12 24
19     0.948    0.1843  2 14
20   0.09155   0.08908  22 34
21    0.8839    0.8247  22 34
22    0.5948    0.4664  22 34
23    0.1848    0.1566  12 24
24    0.4614    0.5562  12 24
25    0.5562    0.9739  2 14
26    0.5517    0.2345  22 34
27     0.669    0.2386  12 24
28    0.8737    0.7335  12 24
29    0.2898    0.5439  22 34
30    0.1497    0.8445  2 14
31    0.3452    0.5573  22 34
32    0.2619    0.3886  22 34
33    0.7148    0.8118  22 34
34    0.3983    0.2455  2 14
35    0.8584    0.2709  22 34
36    0.2267    0.7013  12 24
37    0.6246    0.3853  22 34
38   0.04739   0.01788  12 24
39    0.8667     0.506  2 14
40    0.2268   0.06628  12 24
 The overall mean of the demand for this small instance is 18.75
Locations for this instance are r
