60
1    0.1449    0.7893  2 10
2   0.04813    0.9759  22 30
3    0.9049   0.06958  2 10
4    0.9455      0.28  12 20
5    0.6386    0.7779  22 30
6    0.9773    0.7697  12 20
7    0.8511    0.5215  22 30
8    0.1219    0.2714  22 30
9    0.2512    0.9218  2 10
10    0.2444     0.563  12 20
11    0.6258    0.3469  12 20
12   0.08484    0.8125  2 10
13   0.02719    0.4859  2 10
14    0.8945    0.9762  12 20
15    0.9106    0.6054  22 30
16    0.7608    0.7897  12 20
17    0.4236    0.6297  2 10
18     0.418    0.7072  2 10
19     0.536    0.7312  22 30
20    0.2116    0.5345  22 30
21    0.2318    0.5176  2 10
22    0.4887    0.6931  12 20
23    0.6889    0.7841  22 30
24    0.6467    0.1624  12 20
25    0.3762    0.7976  12 20
26   0.02368    0.3056  2 10
27    0.4194    0.8045  2 10
28    0.3668    0.1164  2 10
29    0.5589    0.5432  22 30
30     0.409   0.04767  22 30
31    0.6653    0.6157  2 10
32    0.7329     0.635  22 30
33     0.218    0.2515  2 10
34    0.2358     0.722  12 20
35    0.5122    0.9167  12 20
36    0.7549    0.3623  22 30
37    0.7702    0.9923  22 30
38    0.3891     0.538  12 20
39      0.91   0.01041  12 20
40    0.3923    0.8195  22 30
41    0.6047     0.301  2 10
42    0.8347    0.1272  22 30
43    0.5616   0.01007  2 10
44    0.1622    0.9566  22 30
45    0.7976    0.9094  12 20
46    0.9464    0.9359  22 30
47    0.2054    0.8676  2 10
48    0.1476    0.5028  2 10
49   0.01657     0.908  12 20
50    0.7185    0.9633  12 20
51   0.00885   0.06876  2 10
52    0.9995    0.3346  2 10
53    0.5828    0.4342  12 20
54    0.7065    0.3141  22 30
55    0.2918    0.3372  2 10
56   0.02728    0.5802  2 10
57    0.1605    0.4791  2 10
58   0.03992    0.5343  22 30
59    0.2987    0.1926  12 20
60    0.9704    0.6788  12 20
 The overall mean of the demand for this small instance is 15.5
Locations for this instance are r
