100
1     0.174    0.8687  12 20
2    0.6658    0.9056  22 30
3    0.8401     0.695  22 30
4    0.4123  0.002441  2 10
5    0.1895    0.2954  22 30
6   0.07361    0.7576  12 20
7    0.5457    0.4984  2 10
8    0.8006    0.2072  2 10
9    0.6031    0.3245  12 20
10    0.4658    0.4837  12 20
11    0.1046    0.1232  2 10
12    0.9195    0.5102  12 20
13    0.4627    0.1561  12 20
14    0.3231    0.8736  12 20
15    0.2969    0.4674  12 20
16    0.6313    0.4041  22 30
17    0.1375   0.03345  22 30
18    0.6525    0.9276  2 10
19  0.004181    0.8194  2 10
20    0.8274    0.5206  2 10
21    0.3203    0.1118  12 20
22    0.5624    0.5054  2 10
23    0.7943    0.9785  2 10
24    0.2633    0.5011  12 20
25    0.6249    0.5414  2 10
26    0.7544    0.2261  12 20
27    0.7744    0.5727  2 10
28    0.1678    0.5435  12 20
29    0.2484    0.3559  22 30
30    0.2748    0.5895  22 30
31    0.4288    0.4174  2 10
32    0.2222      0.84  2 10
33    0.6656    0.2626  12 20
34     0.369    0.7862  12 20
35    0.6637    0.2589  2 10
36  0.001678    0.6268  12 20
37    0.8272    0.9253  12 20
38    0.7841    0.1663  12 20
39     0.774    0.7465  2 10
40    0.4743   0.06442  22 30
41    0.8266    0.8361  12 20
42    0.3617    0.8352  22 30
43    0.5544    0.9768  2 10
44    0.6492    0.6654  2 10
45    0.5081    0.3682  22 30
46    0.2662    0.3446  12 20
47    0.2702    0.4542  22 30
48      0.97    0.4912  2 10
49    0.9817     0.105  12 20
50    0.6908    0.9484  2 10
51    0.7091    0.8105  12 20
52    0.5454    0.8344  2 10
53    0.5161   0.03711  12 20
54    0.3862    0.3915  22 30
55    0.0321    0.1291  22 30
56    0.8117    0.6061  22 30
57    0.7764    0.7231  12 20
58    0.8557     0.701  2 10
59    0.6411    0.2155  22 30
60    0.7208    0.1479  22 30
61     0.877  0.006805  2 10
62    0.5593    0.9473  22 30
63    0.7834    0.6594  22 30
64   0.04681    0.6851  12 20
65    0.2174    0.3846  22 30
66     0.972    0.4457  22 30
67    0.1112   0.03101  2 10
68    0.9066    0.1427  2 10
69    0.5698    0.6174  12 20
70    0.8385    0.3652  12 20
71    0.9147   0.05667  22 30
72   0.08554    0.5403  22 30
73    0.3879    0.6799  2 10
74    0.4702    0.2151  22 30
75    0.2483    0.1161  2 10
76    0.2653    0.6867  2 10
77    0.8044    0.6421  2 10
78    0.4256    0.1765  22 30
79    0.6673    0.9056  2 10
80    0.7441    0.3913  2 10
81    0.2873    0.5759  22 30
82    0.4203     0.749  2 10
83    0.7957    0.6118  22 30
84    0.7462    0.9125  2 10
85    0.4232   0.08054  22 30
86    0.8083      0.68  12 20
87    0.4418    0.4379  22 30
88    0.9124     0.861  2 10
89    0.7958    0.5216  22 30
90    0.4804    0.6465  12 20
91    0.4822    0.8279  22 30
92   0.06577    0.2763  22 30
93    0.4292    0.5763  12 20
94    0.5215     0.657  22 30
95    0.2318    0.2316  12 20
96    0.8472   0.09702  22 30
97    0.7645    0.1787  12 20
98    0.4717    0.6436  12 20
99    0.5184    0.7543  22 30
100    0.3132    0.7411  2 10
 The overall mean of the demand for this small instance is 16
Locations for this instance are r
