20
1    0.3911    0.9981  2 14
2    0.5396    0.2394  2 16
3    0.3725    0.3039  6 18
4    0.5852    0.9706  2 16
5    0.1389    0.8816  2 16
6    0.3531    0.6353  2 16
7    0.3254     0.854  2 16
8    0.7729    0.7374  2 16
9    0.3022     0.515  2 16
10    0.5739     0.744  6 18
11    0.1207     0.845  2 14
12    0.3218    0.3773  6 18
13    0.3828    0.0412  2 14
14    0.6508    0.2253  2 16
15    0.2939   0.02518  6 18
16    0.8566    0.9311  6 18
17    0.7285    0.1972  2 14
18    0.7708    0.9376  2 16
19    0.6192    0.2478  2 16
20    0.7121    0.1623  2 16
 The overall mean of the demand for this small instance is 9.55
Locations for this instance are r
