30
1     0.539    0.8375  12 24
2    0.8359     0.772  22 34
3    0.3766   0.03925  22 34
4    0.8151    0.6365  22 34
5     0.448    0.6106  22 34
6   0.07687    0.6992  22 34
7    0.7754    0.2317  12 24
8    0.9974    0.2312  2 14
9   0.05981    0.8159  12 24
10    0.4121    0.3356  12 24
11    0.7587    0.8525  2 14
12   0.03299    0.1914  2 14
13    0.2132    0.6284  12 24
14    0.3508    0.9989  12 24
15    0.8991    0.8633  2 14
16    0.3017    0.5393  22 34
17    0.5171    0.3571  12 24
18    0.6267    0.3098  22 34
19    0.0759    0.9385  12 24
20    0.9897    0.7919  2 14
21    0.4867    0.9134  22 34
22    0.1611    0.6776  22 34
23    0.5919    0.9893  2 14
24     0.554    0.9433  22 34
25    0.1335    0.9142  2 14
26    0.7392    0.6465  2 14
27   0.04269    0.4314  12 24
28    0.8836     0.355  12 24
29    0.7305    0.2632  22 34
30     0.993    0.3221  22 34
 The overall mean of the demand for this small instance is 19.33
Locations for this instance are r
