100
1    0.2608    0.1572  2 14
2    0.9756    0.6583  22 34
3    0.4239    0.9257  22 34
4    0.7169    0.9196  2 14
5    0.5308    0.4472  12 24
6    0.1227    0.3069  12 24
7  0.001617    0.4029  2 14
8    0.5835    0.2879  12 24
9    0.1219    0.9801  12 24
10    0.3838    0.3932  22 34
11     0.643    0.3627  2 14
12    0.3873    0.2504  2 14
13    0.7147    0.5101  12 24
14    0.3827   0.04312  22 34
15    0.9367    0.6053  2 14
16   0.01602    0.3648  2 14
17    0.7929    0.1409  22 34
18    0.5269    0.5707  22 34
19    0.8686    0.1841  2 14
20    0.6537    0.2752  12 24
21    0.1954    0.5423  2 14
22    0.7119    0.7399  12 24
23    0.9261    0.9682  12 24
24    0.5885     0.666  2 14
25    0.4525    0.8182  22 34
26    0.8796    0.4655  12 24
27     0.158    0.3383  2 14
28    0.2319    0.5774  12 24
29    0.3737    0.6182  12 24
30    0.7727    0.9225  22 34
31    0.9073    0.8626  12 24
32    0.9456    0.3005  2 14
33    0.8559    0.5869  12 24
34    0.7319     0.532  22 34
35    0.4372    0.2939  22 34
36    0.7686    0.5718  22 34
37    0.3814    0.7455  2 14
38    0.8763    0.7937  2 14
39    0.1685    0.7327  12 24
40    0.6378    0.2849  12 24
41    0.1742    0.8982  12 24
42    0.5131    0.4318  22 34
43    0.7464    0.3012  12 24
44    0.1974    0.4381  22 34
45    0.4828     0.658  2 14
46    0.1196    0.8245  22 34
47    0.6571    0.1694  22 34
48    0.7895    0.5388  12 24
49    0.9594    0.1855  12 24
50    0.7408    0.1859  12 24
51    0.6112    0.2794  22 34
52    0.7194    0.1792  22 34
53    0.6028    0.2338  22 34
54    0.1472     0.468  2 14
55    0.4137    0.6101  2 14
56    0.3918  0.006775  2 14
57    0.2347    0.5947  12 24
58    0.5955    0.4523  22 34
59     0.539    0.3276  12 24
60     0.408    0.8049  22 34
61    0.9786    0.5381  22 34
62    0.5377    0.9998  2 14
63      0.13    0.6628  12 24
64    0.2208    0.9038  2 14
65    0.7086    0.3398  12 24
66    0.1196     0.928  2 14
67    0.6396    0.8624  12 24
68    0.4398    0.6407  12 24
69    0.9378     0.491  22 34
70    0.8156     0.483  12 24
71    0.8332   0.05518  12 24
72    0.3802   0.08667  2 14
73    0.1153     0.683  22 34
74   0.04144    0.8769  2 14
75    0.3718    0.3787  2 14
76    0.9501    0.7611  12 24
77    0.7999     0.161  22 34
78   0.08844    0.8575  12 24
79    0.6937    0.2088  2 14
80    0.4694    0.5499  22 34
81    0.6793    0.5409  22 34
82    0.2251    0.7812  2 14
83    0.4139     0.837  2 14
84    0.5135    0.5485  22 34
85    0.9042    0.6825  12 24
86    0.3076    0.1552  22 34
87    0.9596    0.4385  12 24
88    0.3767   0.04691  22 34
89    0.7054    0.7139  12 24
90     0.744    0.1198  12 24
91    0.6606    0.6751  12 24
92    0.2487    0.3765  22 34
93    0.7622    0.7988  22 34
94    0.1559    0.8396  2 14
95   0.01459    0.7766  22 34
96    0.6968    0.8363  12 24
97    0.2932    0.7427  2 14
98    0.5805      0.27  22 34
99    0.3434    0.4445  12 24
100    0.5497    0.4187  12 24
 The overall mean of the demand for this small instance is 18.4
Locations for this instance are r
