30
1    0.6444     0.333  22 30
2    0.3842    0.7731  2 10
3   0.04419    0.5092  2 10
4    0.8147   0.09039  2 10
5    0.6133    0.0936  22 30
6    0.8347    0.6206  2 10
7     0.166    0.0282  2 10
8     0.673    0.8332  22 30
9    0.7923    0.6523  22 30
10    0.6495    0.3993  12 20
11    0.4499     0.373  2 10
12    0.2989    0.6919  22 30
13    0.1442    0.6084  12 20
14    0.5037    0.4138  12 20
15   0.07114    0.6189  2 10
16    0.6896    0.9457  2 10
17    0.5577    0.4792  2 10
18    0.8476    0.8691  2 10
19    0.3839    0.1872  12 20
20    0.8464   0.02567  12 20
21    0.2447    0.3826  12 20
22    0.8041    0.5546  12 20
23    0.8314    0.9899  12 20
24    0.8288     0.728  22 30
25    0.4049    0.9175  2 10
26    0.8405    0.2023  22 30
27    0.9204    0.3815  22 30
28   0.06778    0.6474  12 20
29    0.8779   0.08499  2 10
30    0.8102    0.7381  2 10
 The overall mean of the demand for this small instance is 14.33
Locations for this instance are r
