30
1   0.06046    0.4335  22 34
2    0.6113    0.5417  12 24
3    0.3574    0.5257  12 24
4    0.5667    0.8408  2 14
5    0.3968    0.8271  2 14
6    0.7871    0.9875  12 24
7    0.4987    0.9915  2 14
8    0.2646    0.2479  22 34
9    0.7304    0.3351  22 34
10    0.7408      0.71  22 34
11     0.335    0.2356  22 34
12    0.6021    0.1418  12 24
13    0.2229    0.9967  22 34
14    0.7753    0.1282  22 34
15   0.03726    0.3989  2 14
16     0.117     0.757  2 14
17    0.7326    0.8641  22 34
18    0.1362   0.09048  2 14
19    0.2764    0.1618  22 34
20    0.9038    0.6021  2 14
21    0.6033  0.009033  12 24
22    0.8228    0.3173  22 34
23    0.9667    0.8883  12 24
24    0.6637    0.1865  2 14
25    0.9479   0.04684  2 14
26   0.05649     0.871  2 14
27    0.2379   0.08499  2 14
28    0.5843    0.2553  2 14
29    0.5203    0.8973  22 34
30     0.876    0.2437  12 24
 The overall mean of the demand for this small instance is 17.67
Locations for this instance are r
