40
1  0.004822    0.9812  2 14
2    0.2068   0.03424  22 34
3     0.334    0.4952  12 24
4    0.8599    0.5393  22 34
5    0.3186    0.7646  12 24
6    0.1676    0.9952  2 14
7    0.9076    0.7708  2 14
8    0.1854    0.9335  2 14
9   0.01578    0.2312  2 14
10    0.4899    0.7234  22 34
11    0.8109    0.7799  2 14
12    0.5843    0.1951  2 14
13    0.4434    0.1045  12 24
14     0.959     0.704  22 34
15   0.05408    0.2764  2 14
16    0.4673    0.4063  22 34
17    0.4941    0.7295  22 34
18    0.5918    0.7672  12 24
19    0.4553     0.536  12 24
20    0.9541    0.9983  12 24
21    0.7761    0.4377  2 14
22    0.6767    0.3419  2 14
23    0.6746    0.1286  2 14
24    0.5794  0.009186  2 14
25    0.6906    0.1887  12 24
26    0.2929     0.274  22 34
27    0.3283     0.451  2 14
28     0.836    0.8294  22 34
29    0.8875   0.07962  2 14
30    0.6515    0.1779  2 14
31    0.9017    0.8632  12 24
32    0.1496    0.6516  2 14
33   0.06522    0.8189  22 34
34    0.1025    0.7897  2 14
35    0.6797    0.7715  22 34
36    0.3796     0.345  2 14
37    0.5865    0.7554  12 24
38    0.1523    0.2917  22 34
39    0.4139    0.5031  2 14
40    0.4381     0.971  22 34
 The overall mean of the demand for this small instance is 16.25
Locations for this instance are r
