60
1   0.06067   0.06073  1 5
2    0.4837    0.1914  6 10
3     0.961    0.6533  1 5
4    0.9226    0.4839  6 10
5    0.3829     0.466  11 15
6    0.3684    0.8698  1 5
7    0.4453   0.04382  11 15
8   0.02036    0.2159  1 5
9    0.6148    0.5202  11 15
10    0.2388    0.3585  6 10
11    0.7488    0.1082  1 5
12    0.1434    0.5402  1 5
13    0.1742    0.6429  11 15
14    0.4899    0.7917  1 5
15    0.3368    0.3156  1 5
16    0.5794    0.7459  6 10
17    0.8978    0.7244  1 5
18    0.8332     0.738  11 15
19    0.4737     0.401  11 15
20    0.9628    0.1514  11 15
21    0.1483    0.1775  11 15
22    0.5109    0.4311  1 5
23   0.05109    0.2581  6 10
24   0.05768    0.6325  1 5
25    0.3232    0.7881  1 5
26    0.7003    0.4323  11 15
27    0.2994    0.1771  6 10
28    0.6505    0.8173  1 5
29    0.3566    0.5831  6 10
30   0.07629    0.8184  6 10
31    0.2293    0.8973  1 5
32    0.7738     0.291  1 5
33    0.3099    0.4349  6 10
34 0.0002441    0.4887  6 10
35    0.1443    0.4433  1 5
36     0.979    0.6534  11 15
37    0.6433    0.6205  1 5
38    0.3055    0.6848  11 15
39   0.06992    0.2122  11 15
40    0.8755    0.7743  6 10
41     0.263   0.05542  6 10
42    0.1469    0.3174  1 5
43    0.4428    0.2828  6 10
44    0.6578   0.09006  6 10
45     0.938    0.4188  11 15
46    0.8828     0.193  11 15
47    0.9027    0.4126  1 5
48     0.836    0.2842  1 5
49    0.1788     0.891  6 10
50    0.4606    0.7348  6 10
51    0.5324    0.6949  6 10
52    0.8914    0.1973  6 10
53    0.1739     0.721  1 5
54    0.2716    0.2921  1 5
55    0.3882     0.341  6 10
56   0.07452    0.3085  11 15
57    0.8755    0.3423  1 5
58    0.9456    0.6306  6 10
59    0.6652    0.5598  6 10
60   0.06339    0.6334  11 15
 The mean of the demand for this big instance is 7.417
Locations for this instance are r
