  0   50  102    0  960  960  960    0    0 0
  1   50   16    0   30   50   80   10    0 0
  2   83   39    0   30   50   80   10    0 0
  3   71   78    0   30   50   80   10    0 0
  4   31   79    0   30   50   80   10    0 0
  5   17   40    0   30   50   80   10    0 0
  6   48   13    0   30   50   80   10    0 0
  7   85   37    0   30   50   80   10    0 0
  8   74   79    0   30   50   80   10    0 0
  9   30   82    0   30   50   80   10    0 0
 10   14   41    0   30   50   80   10    0 0
 11   51   13    0   30   50   80   10    0 0
 12   86   39    0   30   50   80   10    0 0
 13   72   81    0   30   50   80   10    0 0
 14   28   80    0   30   50   80   10    0 0
 15   15   38    0   30   50   80   10    0 0
 16   46   10    0   30   50   80   10    0 0
 17   87   34    0   30   50   80   10    0 0
 18   77   81    0   30   50   80   10    0 0
 19   30   85    0   30   50   80   10    0 0
 20   10   42    0   30   50   80   10    0 0
 21   50   10    0   30   50   80   10    0 0
 22   89   37    0   30   50   80   10    0 0
 23   75   83    0   30   50   80   10    0 0
 24   27   84    0   30   50   80   10    0 0
 25   11   39    0   30   50   80   10    0 0
 26   52   10    0   30   50   80   10    0 0
 27   90   40    0   30   50   80   10    0 0
 28   72   85    0   30   50   80   10    0 0
 29   25   82    0   30   50   80   10    0 0
 30   12   36    0   30   50   80   10    0 0
 31   44    7    0   30   50   80   10    0 0
 32   89   31    0   30   50   80   10    0 0
 33   81   82    0   30   50   80   10    0 0
 34   30   89    0   30   50   80   10    0 0
 35    7   43    0   30   50   80   10    0 0
 36   48    7    0   30   50   80   10    0 0
 37   91   34    0   30   50   80   10    0 0
 38   78   84    0   30   50   80   10    0 0
 39   27   87    0   30   50   80   10    0 0
 40    8   40    0   30   50   80   10    0 0
 41   51    7    0   30   50   80   10    0 0
 42   92   38    0   30   50   80   10    0 0
 43   75   86    0   30   50   80   10    0 0
 44   24   85    0   30   50   80   10    0 0
 45    9   36    0   30   50   80   10    0 0
 46   54    7    0   30   50   80   10    0 0
 47   93   41    0   30   50   80   10    0 0
 48   72   88    0   30   50   80   10    0 0
 49   21   83    0   30   50   80   10    0 0
 50   10   33    0   30   50   80   10    0 0
 51   47   46    0   30   50   80   10    0 0
 52   54   46    0   30   50   80   10    0 0
 53   56   52    0   30   50   80   10    0 0
 54   50   56    0   30   50   80   10    0 0
 55   45   52    0   30   50   80   10    0 0
 56   45   44    0   30   50   80   10    0 0
 57   55   43    0   30   50   80   10    0 0
 58   59   52    0   30   50   80   10    0 0
 59   51   59    0   30   50   80   10    0 0
 60   42   54    0   30   50   80   10    0 0
 61   46   43    0   30   50   80   10    0 0
 62   56   44    0   30   50   80   10    0 0
 63   58   54    0   30   50   80   10    0 0
 64   49   59    0   30   50   80   10    0 0
 65   42   52    0   30   50   80   10    0 0
 66   42   42    0   30   50   80   10    0 0
 67   55   40    0   30   50   80   10    0 0
 68   62   51    0   30   50   80   10    0 0
 69   52   62    0   30   50   80   10    0 0
 70   40   56    0   30   50   80   10    0 0
 71   44   41    0   30   50   80   10    0 0
 72   57   41    0   30   50   80   10    0 0
 73   61   54    0   30   50   80   10    0 0
 74   50   62    0   30   50   80   10    0 0
 75   39   54    0   30   50   80   10    0 0
 76   46   39    0   30   50   80   10    0 0
 77   59   43    0   30   50   80   10    0 0
 78   60   56    0   30   50   80   10    0 0
 79   48   62    0   30   50   80   10    0 0
 80   39   51    0   30   50   80   10    0 0
 81   39   41    0   30   50   80   10    0 0
 82   55   36    0   30   50   80   10    0 0
 83   65   50    0   30   50   80   10    0 0
 84   55   64    0   30   50   80   10    0 0
 85   38   59    0   30   50   80   10    0 0
 86   41   39    0   30   50   80   10    0 0
 87   58   38    0   30   50   80   10    0 0
 88   65   53    0   30   50   80   10    0 0
 89   52   65    0   30   50   80   10    0 0
 90   37   56    0   30   50   80   10    0 0
 91   43   37    0   30   50   80   10    0 0
 92   60   40    0   30   50   80   10    0 0
 93   64   56    0   30   50   80   10    0 0
 94   48   65    0   30   50   80   10    0 0
 95   36   53    0   30   50   80   10    0 0
 96   46   36    0   30   50   80   10    0 0
 97   62   42    0   30   50   80   10    0 0
 98   62   59    0   30   50   80   10    0 0
 99   45   64    0   30   50   80   10    0 0
100   36   50    0   30   50   80   10    0 0
