# Instance C108 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
3     -1
4     -1
5     -1
6     -1
7     -1
8     -1
10    -1
11    -1
12    -1
14    -1
17    -1
18    -1
19    -1
20    -1
21    -1
22    -1
24    -1
28    -1
29    -1
32    -1
33    -1
35    -1
36    -1
37    -1
38    -1
40    -1
42    -1
43    -1
46    -1
49    -1
50    -1
51    -1
52    -1
53    -1
54    -1
55    -1
56    -1
58    -1
60    -1
61    -1
62    -1
63    -1
64    -1
65    -1
66    -1
69    -1
70    -1
71    -1
72    -1
73    -1
74    -1
75    -1
76    -1
79    -1
80    -1
81    -1
85    -1
86    -1
87    -1
88    -1
89    -1
90    -1
91    -1
93    -1
95    -1
96    -1
97    -1
98    -1
99    -1
2     71
9     92
13    5
15    134
16    113
23    544
25    27
26    221
27    114
30    282
31    18
34    625
39    214
41    72
44    266
45    163
47    479
48    488
57    92
59    154
67    5
68    242
77    51
78    42
82    164
83    27
84    131
92    1
94    58
100   97
