# Instance C102 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
3     -1
7     -1
12    -1
21    -1
26    -1
59    -1
65    -1
86    -1
4     443
5     124
6     300
8     225
9     204
10    117
11    237
13    29
14    388
15    76
16    230
17    55
18    144
19    77
20    4
22    671
23    388
24    45
25    121
27    96
28    210
29    287
30    271
31    16
32    30
33    9
34    144
35    201
36    383
37    103
38    459
39    9
40    40
41    61
42    2
43    5
44    211
45    17
46    432
47    811
48    4
49    732
50    15
51    451
52    49
53    257
54    6
55    57
56    83
57    33
58    261
60    467
61    487
62    254
63    75
64    149
66    514
67    1
68    15
69    122
70    236
71    291
72    108
73    465
74    158
75    82
76    114
77    11
78    40
79    546
80    567
81    33
82    86
83    123
84    154
85    49
87    69
88    171
89    125
90    133
91    78
92    58
93    451
94    28
95    32
96    150
97    119
98    74
99    732
100   296
