# Instance R204 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
6     -1
7     -1
8     -1
9     -1
10    -1
12    -1
14    -1
16    -1
19    -1
20    -1
21    -1
22    -1
25    -1
26    -1
28    -1
29    -1
30    -1
31    -1
34    -1
35    -1
37    -1
38    -1
41    -1
42    -1
43    -1
44    -1
48    -1
49    -1
50    -1
51    -1
52    -1
53    -1
54    -1
56    -1
57    -1
58    -1
59    -1
61    -1
62    -1
63    -1
65    -1
68    -1
69    -1
74    -1
75    -1
76    -1
77    -1
78    -1
79    -1
81    -1
82    -1
83    -1
84    -1
85    -1
86    -1
87    -1
89    -1
90    -1
91    -1
93    -1
94    -1
95    -1
96    -1
98    -1
100   -1
11    15
13    634
15    54
17    79
18    29
23    22
24    55
27    99
32    116
33    124
36    78
39    40
40    62
45    112
46    92
47    23
55    66
60    76
64    89
66    88
67    157
70    102
71    83
72    89
73    97
80    105
88    13
92    9
97    1
99    175
