# Instance R107 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
6     -1
7     -1
9     -1
11    -1
12    -1
13    -1
14    -1
15    -1
16    -1
18    -1
19    -1
21    -1
22    -1
24    -1
26    -1
27    -1
30    -1
31    -1
32    -1
34    -1
35    -1
36    -1
39    -1
40    -1
41    -1
44    -1
45    -1
46    -1
47    -1
49    -1
52    -1
53    -1
55    -1
57    -1
58    -1
59    -1
62    -1
64    -1
65    -1
66    -1
67    -1
68    -1
70    -1
72    -1
73    -1
74    -1
75    -1
76    -1
78    -1
80    -1
81    -1
83    -1
85    -1
86    -1
88    -1
89    -1
90    -1
91    -1
93    -1
94    -1
95    -1
96    -1
97    -1
99    -1
100   -1
8     50
10    103
17    135
20    3
23    1
25    113
28    4
29    25
33    8
37    18
38    53
42    16
43    24
48    25
50    6
51    19
54    8
56    91
60    5
61    10
63    2
69    17
71    12
77    109
79    68
82    8
84    12
87    53
92    1
98    14
