# Instance C108 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
3     -1
4     -1
5     -1
7     -1
8     -1
10    -1
11    -1
12    -1
14    -1
18    -1
20    -1
21    -1
24    -1
29    -1
32    -1
33    -1
35    -1
36    -1
37    -1
38    -1
42    -1
43    -1
49    -1
51    -1
53    -1
54    -1
55    -1
56    -1
60    -1
63    -1
64    -1
65    -1
66    -1
69    -1
71    -1
73    -1
74    -1
75    -1
81    -1
86    -1
87    -1
88    -1
89    -1
90    -1
91    -1
95    -1
97    -1
98    -1
99    -1
2     71
6     289
9     92
13    5
15    134
16    113
17    4
19    158
22    233
23    544
25    27
26    221
27    114
28    55
30    282
31    18
34    625
39    214
40    136
41    72
44    266
45    163
46    337
47    479
48    488
50    204
52    791
57    92
58    35
59    154
61    337
62    143
67    5
68    242
70    188
72    25
76    85
77    51
78    42
79    403
80    574
82    164
83    27
84    131
85    328
92    1
93    298
94    58
96    10
100   97
