# Instance C108 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
3     -1
4     -1
5     -1
10    -1
11    -1
14    -1
18    -1
20    -1
21    -1
24    -1
29    -1
32    -1
36    -1
38    -1
42    -1
43    -1
49    -1
51    -1
53    -1
54    -1
56    -1
65    -1
75    -1
87    -1
89    -1
90    -1
91    -1
95    -1
99    -1
2     71
6     289
7     17
8     109
9     92
12    367
13    5
15    134
16    113
17    4
19    158
22    233
23    544
25    27
26    221
27    114
28    55
30    282
31    18
33    9
34    625
35    147
37    261
39    214
40    136
41    72
44    266
45    163
46    337
47    479
48    488
50    204
52    791
55    20
57    92
58    35
59    154
60    454
61    337
62    143
63    37
64    398
66    303
67    5
68    242
69    340
70    188
71    55
72    25
73    267
74    116
76    85
77    51
78    42
79    403
80    574
81    35
82    164
83    27
84    131
85    328
86    41
88    129
92    1
93    298
94    58
96    10
97    384
98    13
100   97
