# Instance R207 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
7     -1
12    -1
14    -1
16    -1
18    -1
19    -1
27    -1
71    -1
3     47
4     500
5     89
6     257
8     196
9     213
10    51
11    80
13    440
15    105
17    33
20    107
21    9
22    94
23    27
24    47
25    652
26    77
28    37
29    44
30    44
31    24
32    90
33    18
34    118
35    199
36    43
37    39
38    29
39    3
40    13
41    127
42    1
43    99
44    102
45    14
46    70
47    29
48    20
49    297
50    43
51    70
52    119
53    184
54    22
55    409
56    390
57    68
58    535
59    68
60    100
61    107
62    83
63    102
64    118
65    10
66    225
67    55
68    235
69    17
70    71
72    77
73    118
74    447
75    73
76    131
77    648
78    219
79    28
80    258
81    1
82    83
83    29
84    68
85    83
86    53
87    151
88    39
89    70
90    103
91    23
92    6
93    167
94    5
95    35
96    10
97    38
98    27
99    156
100   36
