# Instance RC108 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
3     -1
4     -1
5     -1
10    -1
11    -1
12    -1
17    -1
19    -1
27    -1
30    -1
32    -1
39    -1
48    -1
52    -1
57    -1
58    -1
62    -1
64    -1
65    -1
70    -1
71    -1
72    -1
73    -1
79    -1
82    -1
83    -1
87    -1
92    -1
95    -1
98    -1
1     35
2     23
6     43
7     46
8     18
9     23
13    43
14    27
15    19
16    27
18    31
20    74
21    37
22    35
23    43
24    29
25    4
26    14
28    19
29    19
31    26
33    1
34    69
35    54
36    35
37    9
38    3
40    56
41    46
42    1
43    46
44    29
45    1
46    56
47    28
49    15
50    74
51    22
53    22
54    44
55    91
56    26
59    2
60    61
61    26
63    8
66    9
67    19
68    40
69    5
74    69
75    50
76    4
77    27
78    10
80    1
81    8
84    57
85    20
86    44
88    14
89    32
90    39
91    64
93    16
94    8
96    60
97    48
99    39
100   10
