# Instance R112 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
2     -1
6     -1
8     -1
9     -1
10    -1
12    -1
14    -1
15    -1
16    -1
18    -1
19    -1
21    -1
24    -1
27    -1
29    -1
31    -1
32    -1
33    -1
35    -1
37    -1
39    -1
40    -1
41    -1
42    -1
45    -1
47    -1
48    -1
51    -1
52    -1
57    -1
59    -1
60    -1
64    -1
66    -1
69    -1
70    -1
71    -1
76    -1
77    -1
79    -1
80    -1
81    -1
82    -1
86    -1
87    -1
89    -1
90    -1
91    -1
96    -1
97    -1
1     34
3     62
4     43
5     9
7     9
11    11
13    24
17    52
20    66
22    45
23    7
25    9
26    18
28    1
30    12
34    27
36    25
38    8
43    32
44    26
46    17
49    14
50    34
53    28
54    50
55    63
56    24
58    52
61    9
62    3
63    31
65    17
67    35
68    27
72    18
73    11
74    60
75    11
78    5
83    4
84    23
85    24
88    19
92    1
93    13
94    37
95    13
98    12
99    25
100   17
