# Instance C101 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
3     -1
5     -1
6     -1
9     -1
10    -1
12    -1
13    -1
14    -1
15    -1
18    -1
20    -1
23    -1
24    -1
27    -1
28    -1
29    -1
30    -1
32    -1
34    -1
35    -1
37    -1
40    -1
41    -1
43    -1
44    -1
46    -1
55    -1
56    -1
57    -1
66    -1
67    -1
70    -1
71    -1
72    -1
73    -1
76    -1
77    -1
78    -1
79    -1
83    -1
84    -1
87    -1
88    -1
89    -1
90    -1
93    -1
96    -1
98    -1
100   -1
2     696
4     467
7     2
8     14
11    405
16    464
17    7
19    214
21    797
22    468
25    62
26    245
31    78
33    69
36    28
38    299
39    553
42    26
45    497
47    751
48    171
49    388
50    47
51    27
52    80
53    79
54    105
58    243
59    511
60    262
61    476
62    198
63    16
64    437
65    37
68    705
69    13
74    194
75    230
80    118
81    6
82    250
85    298
86    101
91    479
92    76
94    245
95    57
97    329
99    102
