# Instance RC204 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
3     -1
5     -1
6     -1
10    -1
12    -1
13    -1
14    -1
24    -1
4     158
7     18
8     100
9     54
11    17
15    87
16    75
17    28
18    8
19    101
20    61
21    29
22    55
23    144
25    319
26    92
27    2
28    6
29    16
30    7
31    38
32    98
33    30
34    44
35    72
36    76
37    74
38    34
39    24
40    75
41    70
42    118
43    100
44    86
45    35
46    78
47    7
48    49
49    105
50    67
51    86
52    34
53    292
54    36
55    207
56    42
57    54
58    570
59    63
60    98
61    63
62    125
63    112
64    24
65    37
66    86
67    78
68    119
69    152
70    30
71    112
72    3
73    112
74    90
75    7
76    219
77    501
78    7
79    345
80    59
81    0
82    104
83    27
84    236
85    34
86    79
87    310
88    83
89    75
90    102
91    69
92    3
93    65
94    1
95    8
96    72
97    41
98    32
99    26
100   534
