# Instance R207 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
2     -1
3     -1
4     -1
7     -1
8     -1
9     -1
10    -1
11    -1
12    -1
13    -1
14    -1
15    -1
16    -1
17    -1
18    -1
19    -1
20    -1
23    -1
25    -1
26    -1
27    -1
28    -1
29    -1
30    -1
32    -1
39    -1
42    -1
43    -1
44    -1
46    -1
48    -1
50    -1
51    -1
52    -1
54    -1
55    -1
56    -1
57    -1
58    -1
60    -1
61    -1
62    -1
64    -1
65    -1
66    -1
68    -1
69    -1
70    -1
71    -1
72    -1
74    -1
75    -1
76    -1
80    -1
81    -1
82    -1
83    -1
84    -1
86    -1
87    -1
88    -1
90    -1
91    -1
93    -1
94    -1
95    -1
97    -1
99    -1
100   -1
5     89
6     257
21    9
22    94
24    47
31    24
33    18
34    118
35    199
36    43
37    39
38    29
40    13
41    127
45    14
47    29
49    297
53    184
59    68
63    102
67    55
73    118
77    648
78    219
79    28
85    83
89    70
92    6
96    10
98    27
