# Instance R105 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
3     -1
10    -1
13    -1
14    -1
18    -1
19    -1
26    -1
27    -1
40    -1
45    -1
46    -1
51    -1
53    -1
55    -1
58    -1
59    -1
61    -1
64    -1
66    -1
69    -1
70    -1
72    -1
76    -1
77    -1
82    -1
90    -1
91    -1
92    -1
98    -1
2     1
4     83
5     2
6     62
7     15
8     70
9     63
11    19
12    9
15    46
16    22
17    35
20    18
21    47
22    81
23    47
24    29
25    1
28    14
29    39
30    17
31    5
32    5
33    6
34    25
35    26
36    5
37    66
38    45
39    19
41    29
42    5
43    12
44    1
47    7
48    24
49    64
50    62
52    5
54    39
56    22
57    85
60    15
62    8
63    26
65    35
67    15
68    90
71    31
73    16
74    75
75    56
78    80
79    67
80    166
81    83
83    27
84    9
85    18
86    59
87    12
88    53
89    90
93    159
94    22
95    26
96    115
97    85
99    69
100   161
