# Instance R201 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
5     -1
6     -1
7     -1
13    -1
14    -1
15    -1
17    -1
18    -1
19    -1
20    -1
22    -1
24    -1
25    -1
26    -1
27    -1
30    -1
34    -1
38    -1
39    -1
42    -1
44    -1
45    -1
47    -1
48    -1
49    -1
50    -1
52    -1
53    -1
59    -1
60    -1
63    -1
64    -1
65    -1
68    -1
69    -1
73    -1
74    -1
76    -1
79    -1
84    -1
85    -1
86    -1
87    -1
89    -1
90    -1
91    -1
93    -1
94    -1
97    -1
100   -1
1     327
2     135
3     340
4     638
8     256
9     399
10    576
11    115
12    96
16    262
21    26
23    105
28    22
29    153
31    88
32    194
33    27
35    438
36    22
37    508
40    139
41    49
43    385
46    404
51    300
54    90
55    448
56    227
57    208
58    801
61    22
62    69
66    171
67    134
70    463
71    236
72    9
75    202
77    419
78    352
80    115
81    303
82    83
83    22
88    1
92    5
95    84
96    77
98    84
99    299
