# Instance C103 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
7     -1
12    -1
14    -1
16    -1
18    -1
21    -1
52    -1
80    -1
3     69
4     493
5     146
6     265
8     246
9     414
10    144
11    17
13    20
15    134
17    48
19    130
20    45
22    292
23    304
24    102
25    98
26    77
27    239
28    47
29    38
30    412
31    130
32    130
33    67
34    31
35    54
36    172
37    71
38    363
39    405
40    19
41    7
42    31
43    122
44    137
45    140
46    11
47    130
48    151
49    792
50    38
51    114
53    172
54    133
55    39
56    168
57    7
58    15
59    128
60    15
61    148
62    232
63    75
64    350
65    15
66    357
67    2
68    584
69    357
70    103
71    64
72    45
73    24
74    295
75    141
76    34
77    296
78    97
79    428
81    71
82    54
83    90
84    352
85    153
86    52
87    31
88    167
89    98
90    129
91    103
92    348
93    370
94    82
95    78
96    98
97    24
98    38
99    412
100   515
