# Instance R210 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
6     -1
7     -1
8     -1
9     -1
12    -1
15    -1
16    -1
18    -1
19    -1
21    -1
24    -1
27    -1
28    -1
29    -1
30    -1
31    -1
33    -1
37    -1
44    -1
45    -1
48    -1
52    -1
56    -1
57    -1
58    -1
59    -1
60    -1
61    -1
65    -1
66    -1
68    -1
69    -1
70    -1
71    -1
73    -1
78    -1
79    -1
81    -1
86    -1
87    -1
91    -1
92    -1
96    -1
97    -1
99    -1
10    221
11    200
13    146
14    21
17    230
20    240
22    151
23    62
25    248
26    305
32    257
34    176
35    186
36    9
38    114
39    21
40    246
41    166
42    16
43    149
46    205
47    6
49    56
50    183
51    51
53    21
54    238
55    202
62    52
63    3
64    9
67    261
72    21
74    283
75    23
76    252
77    68
80    68
82    10
83    7
84    65
85    75
88    211
89    186
90    61
93    234
94    175
95    1
98    8
100   526
