# Instance C202 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
3     -1
11    -1
12    -1
21    -1
26    -1
31    -1
58    -1
62    -1
4     774
5     31
6     358
7     403
8     1568
9     1221
10    1748
13    2369
14    511
15    380
16    64
17    1966
18    1305
19    384
20    8
22    14
23    1037
24    81
25    2439
27    84
28    787
29    52
30    272
32    39
33    461
34    74
35    259
36    216
37    353
38    693
39    853
40    40
41    304
42    1658
43    708
44    1224
45    1231
46    805
47    1005
48    239
49    850
50    78
51    1688
52    379
53    413
54    1074
55    877
56    1098
57    1227
59    195
60    1058
61    278
63    16
64    97
65    257
66    97
67    6
68    27
69    635
70    1588
71    1830
72    128
73    134
74    142
75    318
76    1523
77    1716
78    2145
79    2373
80    450
81    1869
82    212
83    416
84    1407
85    406
86    437
87    2666
88    1236
89    626
90    3101
91    304
92    329
93    1
94    169
95    260
96    337
97    506
98    73
99    79
100   430
