# Instance R209 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
2     -1
5     -1
6     -1
7     -1
8     -1
13    -1
16    -1
18    -1
22    -1
23    -1
25    -1
27    -1
29    -1
30    -1
31    -1
33    -1
34    -1
35    -1
36    -1
38    -1
41    -1
44    -1
46    -1
47    -1
48    -1
49    -1
50    -1
52    -1
54    -1
55    -1
58    -1
59    -1
63    -1
64    -1
65    -1
66    -1
72    -1
75    -1
78    -1
82    -1
83    -1
84    -1
86    -1
87    -1
93    -1
95    -1
97    -1
98    -1
99    -1
100   -1
1     478
3     154
4     177
9     126
10    5
11    25
12    71
14    11
15    8
17    268
19    115
20    533
21    59
24    560
26    229
28    36
32    203
37    449
39    29
40    86
42    4
43    49
45    14
51    190
53    258
56    13
57    174
60    48
61    49
62    21
67    49
68    363
69    6
70    108
71    172
73    133
74    365
76    44
77    118
79    16
80    377
81    209
85    75
88    58
89    553
90    190
91    537
92    5
94    159
96    207
