# Instance R207 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
7     -1
9     -1
12    -1
14    -1
16    -1
18    -1
19    -1
23    -1
27    -1
28    -1
39    -1
42    -1
44    -1
50    -1
51    -1
52    -1
54    -1
55    -1
57    -1
61    -1
68    -1
70    -1
71    -1
72    -1
80    -1
81    -1
86    -1
99    -1
3     47
4     500
5     89
6     257
8     196
10    51
11    80
13    440
15    105
17    33
20    107
21    9
22    94
24    47
25    652
26    77
29    44
30    44
31    24
32    90
33    18
34    118
35    199
36    43
37    39
38    29
40    13
41    127
43    99
45    14
46    70
47    29
48    20
49    297
53    184
56    390
58    535
59    68
60    100
62    83
63    102
64    118
65    10
66    225
67    55
69    17
73    118
74    447
75    73
76    131
77    648
78    219
79    28
82    83
83    29
84    68
85    83
87    151
88    39
89    70
90    103
91    23
92    6
93    167
94    5
95    35
96    10
97    38
98    27
100   36
