# Instance C109 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
3     -1
5     -1
8     -1
24    -1
25    -1
32    -1
43    -1
53    -1
55    -1
68    -1
1     385
2     395
4     552
6     179
7     14
9     308
10    71
11    13
12    219
13    5
14    412
15    59
16    315
17    6
18    21
19    13
20    5
21    538
22    468
23    280
26    80
27    85
28    344
29    140
30    252
31    14
33    8
34    144
35    41
36    28
37    64
38    68
39    367
40    38
41    14
42    5
44    168
45    57
46    76
47    141
48    146
49    721
50    233
51    224
52    403
54    24
56    95
57    13
58    82
59    50
60    238
61    131
62    28
63    121
64    270
65    9
66    162
67    1
69    27
70    8
71    20
72    239
73    104
74    69
75    54
76    6
77    61
78    2
79    490
80    366
81    20
82    87
83    19
84    75
85    272
86    17
87    8
88    476
89    133
90    4
91    130
92    192
93    63
94    96
95    36
96    31
97    13
98    26
99    495
100   1
