# Instance RC106 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
36    -1
39    -1
62    -1
65    -1
69    -1
79    -1
82    -1
83    -1
92    -1
98    -1
1     121
2     32
3     37
4     2
5     5
6     37
7     51
8     44
9     52
10    46
11    34
12    35
13    92
14    3
15    13
16    39
17    96
18    61
19    55
20    65
21    34
22    11
23    32
24    73
25    62
26    3
27    40
28    23
29    13
30    7
31    30
32    7
33    35
34    22
35    2
37    64
38    40
40    49
41    10
42    31
43    7
44    26
45    7
46    93
47    9
48    114
49    56
50    84
51    30
52    17
53    57
54    41
55    30
56    91
57    73
58    116
59    9
60    135
61    3
63    30
64    17
66    63
67    51
68    15
70    113
71    15
72    26
73    27
74    84
75    22
76    51
77    22
78    33
80    2
81    11
84    43
85    17
86    44
87    25
88    15
89    4
90    17
91    126
93    87
94    69
95    7
96    27
97    59
99    35
100   31
