# Instance R206 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
3     -1
4     -1
5     -1
6     -1
7     -1
10    -1
11    -1
12    -1
13    -1
15    -1
17    -1
19    -1
21    -1
22    -1
28    -1
29    -1
30    -1
31    -1
32    -1
35    -1
36    -1
37    -1
38    -1
40    -1
41    -1
42    -1
50    -1
53    -1
54    -1
56    -1
57    -1
58    -1
59    -1
66    -1
69    -1
71    -1
77    -1
78    -1
82    -1
83    -1
85    -1
86    -1
90    -1
91    -1
93    -1
94    -1
95    -1
97    -1
99    -1
2     22
8     153
9     318
14    1
16    76
18    69
20    158
23    120
24    405
25    335
26    123
27    35
33    23
34    6
39    31
43    294
44    88
45    4
46    432
47    38
48    112
49    71
51    40
52    25
55    251
60    311
61    178
62    10
63    15
64    24
65    33
67    124
68    230
70    522
72    91
73    86
74    498
75    28
76    103
79    168
80    381
81    287
84    89
87    305
88    6
89    535
92    5
96    90
98    85
100   62
