# Instance R103 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
2     -1
3     -1
5     -1
6     -1
7     -1
8     -1
11    -1
12    -1
14    -1
15    -1
16    -1
17    -1
18    -1
26    -1
29    -1
30    -1
31    -1
32    -1
33    -1
34    -1
39    -1
40    -1
42    -1
43    -1
45    -1
46    -1
48    -1
50    -1
51    -1
55    -1
56    -1
57    -1
62    -1
65    -1
66    -1
72    -1
73    -1
74    -1
76    -1
78    -1
80    -1
83    -1
84    -1
85    -1
88    -1
90    -1
91    -1
97    -1
99    -1
4     29
9     37
10    4
13    39
19    1
20    4
21    10
22    90
23    57
24    23
25    79
27    33
28    22
35    13
36    31
37    27
38    22
41    83
44    11
47    19
49    48
52    2
53    74
54    11
58    61
59    24
60    8
61    0
63    4
64    29
67    79
68    6
69    33
70    24
71    26
75    2
77    36
79    21
81    4
82    22
86    19
87    15
89    10
92    10
93    94
94    21
95    21
96    1
98    9
100   156
