# Instance R202 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
5     -1
12    -1
21    -1
23    -1
26    -1
31    -1
37    -1
40    -1
3     104
4     382
6     45
7     58
8     259
9     198
10    363
11    131
13    635
14    25
15    27
16    130
17    281
18    4
19    61
20    14
22    259
24    362
25    59
27    28
28    24
29    81
30    133
32    14
33    40
34    112
35    179
36    39
38    11
39    12
41    365
42    18
43    311
44    83
45    9
46    199
47    82
48    78
49    387
50    121
51    319
52    112
53    278
54    27
55    167
56    54
57    276
58    694
59    70
60    603
61    237
62    138
63    21
64    186
65    5
66    477
67    39
68    68
69    52
70    190
71    197
72    119
73    250
74    370
75    116
76    149
77    15
78    324
79    141
80    503
81    171
82    117
83    114
84    40
85    11
86    264
87    146
88    75
89    306
90    278
91    46
92    13
93    810
94    69
95    103
96    105
97    555
98    56
99    176
100   734
