# Instance R204 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
5     -1
6     -1
8     -1
10    -1
12    -1
14    -1
16    -1
20    -1
21    -1
26    -1
34    -1
38    -1
41    -1
42    -1
43    -1
51    -1
52    -1
56    -1
61    -1
69    -1
83    -1
84    -1
86    -1
87    -1
90    -1
91    -1
95    -1
4     498
7     46
9     221
11    15
13    634
15    54
17    79
18    29
19    76
22    47
23    22
24    55
25    481
27    99
28    28
29    122
30    102
31    37
32    116
33    124
35    82
36    78
37    36
39    40
40    62
44    61
45    112
46    92
47    23
48    118
49    123
50    34
53    120
54    117
55    66
57    65
58    647
59    32
60    76
62    93
63    74
64    89
65    60
66    88
67    157
68    54
70    102
71    83
72    89
73    97
74    263
75    73
76    183
77    299
78    78
79    251
80    105
81    3
82    9
85    5
88    13
89    110
92    9
93    10
94    88
96    101
97    1
98    24
99    175
100   701
