# Instance C203 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
7     -1
12    -1
14    -1
15    -1
16    -1
18    -1
20    -1
35    -1
40    -1
41    -1
43    -1
47    -1
48    -1
49    -1
50    -1
52    -1
55    -1
65    -1
68    -1
76    -1
82    -1
90    -1
92    -1
95    -1
96    -1
6     303
8     416
9     805
10    2113
11    691
13    772
17    1829
19    10
21    97
22    9
23    1011
24    305
25    1009
26    176
27    68
28    309
29    305
30    23
31    171
32    189
33    265
34    392
36    242
37    392
38    524
39    58
42    565
44    866
45    2065
46    89
51    238
53    783
54    391
56    247
57    53
58    1297
59    134
60    179
61    383
62    35
63    5
64    359
66    326
67    3
69    109
70    1900
71    2
72    374
73    249
74    1
75    188
77    756
78    100
79    2037
80    1650
81    203
83    115
84    1013
85    404
86    5
87    2274
88    1521
89    251
91    151
93    44
94    422
97    105
98    84
99    283
100   245
