# Instance C105 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
3     -1
5     -1
13    -1
24    -1
42    -1
43    -1
65    -1
67    -1
73    -1
90    -1
1     360
2     435
4     329
6     293
7     37
8     173
9     356
10    148
11    217
12    470
14    305
15    17
16    152
17    38
18    45
19    34
20    9
21    399
22    583
23    457
25    95
26    540
27    195
28    320
29    193
30    291
31    58
32    18
33    17
34    420
35    95
36    48
37    61
38    327
39    444
40    208
41    92
44    285
45    438
46    345
47    512
48    6
49    33
50    125
51    490
52    606
53    217
54    147
55    53
56    12
57    15
58    160
59    459
60    305
61    472
62    125
63    64
64    342
66    9
68    394
69    11
70    195
71    57
72    311
74    145
75    318
76    166
77    1
78    4
79    495
80    118
81    3
82    74
83    5
84    245
85    57
86    133
87    8
88    108
89    299
91    228
92    36
93    159
94    200
95    93
96    18
97    68
98    25
99    297
100   191
