# Instance R111 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
2     -1
23    -1
24    -1
25    -1
27    -1
31    -1
38    -1
52    -1
59    -1
95    -1
1     8
3     23
4     11
5     5
6     30
7     9
8     63
9     29
10    89
11    54
12    10
13    89
14    18
15    15
16    13
17    92
18    5
19    1
20    34
21    3
22    74
26    36
28    2
29    14
30    20
32    1
33    3
34    23
35    93
36    31
37    39
39    26
40    55
41    50
42    23
43    62
44    7
45    11
46    13
47    19
48    11
49    35
50    14
51    19
53    27
54    47
55    45
56    22
57    24
58    86
60    45
61    11
62    37
63    33
64    27
65    30
66    67
67    51
68    41
69    31
70    29
71    28
72    13
73    5
74    122
75    4
76    25
77    51
78    40
79    50
80    42
81    20
82    13
83    12
84    49
85    16
86    16
87    7
88    22
89    3
90    40
91    4
92    13
93    112
94    17
96    11
97    17
98    18
99    16
100   35
