# Instance C101 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
5     -1
6     -1
9     -1
10    -1
14    -1
15    -1
20    -1
27    -1
32    -1
34    -1
35    -1
37    -1
40    -1
43    -1
55    -1
57    -1
67    -1
70    -1
71    -1
73    -1
76    -1
77    -1
83    -1
84    -1
88    -1
89    -1
90    -1
96    -1
98    -1
100   -1
1     367
2     696
3     54
4     467
7     2
8     14
11    405
12    628
13    8
16    464
17    7
18    100
19    214
21    797
22    468
23    100
24    23
25    62
26    245
28    328
29    8
30    57
31    78
33    69
36    28
38    299
39    553
41    104
42    26
44    139
45    497
46    132
47    751
48    171
49    388
50    47
51    27
52    80
53    79
54    105
56    344
58    243
59    511
60    262
61    476
62    198
63    16
64    437
65    37
66    597
68    705
69    13
72    8
74    194
75    230
78    89
79    174
80    118
81    6
82    250
85    298
86    101
87    13
91    479
92    76
93    38
94    245
95    57
97    329
99    102
