# Instance C104 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
6     -1
7     -1
12    -1
14    -1
20    -1
23    -1
29    -1
30    -1
31    -1
46    -1
51    -1
52    -1
55    -1
57    -1
59    -1
60    -1
71    -1
72    -1
74    -1
76    -1
79    -1
83    -1
90    -1
93    -1
95    -1
97    -1
98    -1
4     646
5     1
8     35
9     506
10    37
11    205
13    27
15    299
16    71
17    108
18    108
19    57
21    132
22    16
24    47
25    126
26    66
27    151
28    134
32    95
33    51
34    42
35    63
36    46
37    47
38    210
39    1
40    1
41    32
42    104
43    110
44    165
45    51
47    98
48    134
49    33
50    145
53    91
54    69
56    101
58    305
61    38
62    140
63    136
64    30
65    19
66    121
67    7
68    8
69    44
70    75
73    54
75    95
77    64
78    24
80    123
81    98
82    34
84    65
85    23
86    96
87    82
88    83
89    59
91    56
92    171
94    7
96    137
99    133
100   184
