# Instance RC204 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
5     -1
6     -1
8     -1
10    -1
12    -1
13    -1
14    -1
22    -1
24    -1
28    -1
31    -1
32    -1
33    -1
34    -1
36    -1
37    -1
44    -1
45    -1
49    -1
51    -1
55    -1
57    -1
71    -1
73    -1
75    -1
80    -1
84    -1
4     158
7     18
9     54
11    17
15    87
16    75
17    28
18    8
19    101
20    61
21    29
23    144
25    319
26    92
27    2
29    16
30    7
35    72
38    34
39    24
40    75
41    70
42    118
43    100
46    78
47    7
48    49
50    67
52    34
53    292
54    36
56    42
58    570
59    63
60    98
61    63
62    125
63    112
64    24
65    37
66    86
67    78
68    119
69    152
70    30
72    3
74    90
76    219
77    501
78    7
79    345
81    0
82    104
83    27
85    34
86    79
87    310
88    83
89    75
90    102
91    69
92    3
93    65
94    1
95    8
96    72
97    41
98    32
99    26
100   534
