# Instance C201 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
4     -1
5     -1
7     -1
9     -1
10    -1
11    -1
14    -1
15    -1
16    -1
20    -1
21    -1
22    -1
23    -1
24    -1
26    -1
29    -1
30    -1
36    -1
37    -1
38    -1
42    -1
43    -1
44    -1
45    -1
51    -1
58    -1
59    -1
60    -1
62    -1
63    -1
64    -1
65    -1
66    -1
67    -1
70    -1
71    -1
73    -1
77    -1
78    -1
79    -1
80    -1
81    -1
83    -1
90    -1
93    -1
94    -1
95    -1
96    -1
99    -1
100   -1
1     68
2     83
3     623
6     63
8     695
12    1169
13    1329
17    842
18    400
19    285
25    990
27    168
28    909
31    571
32    18
33    523
34    737
35    193
39    733
40    1199
41    585
46    717
47    2411
48    2465
49    708
50    150
52    1218
53    757
54    678
55    327
56    1202
57    855
61    133
68    72
69    262
72    254
74    170
75    5
76    1923
82    151
84    1387
85    409
86    364
87    719
88    1225
89    196
91    1436
92    690
97    280
98    977
